,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,significant
HNRNPA2B1,16262.14256703656,-0.14965041619153954,0.14942344998518078,-1.0015189463660576,0.31657598503168505,0.46437787720514356,False
CLDN4,1550.7155265577085,-0.2197009824062292,0.21939279851091198,-1.001404712904931,0.31663118652513467,0.4643924069035308,False
POLR1D,1345.1141960950824,0.12993895138201053,0.1297762766786102,1.0012535010832773,0.31670426693232456,0.4644521742292542,False
ACP2,395.87979037621136,-0.1498751548227548,0.14971889968096044,-1.0010436567602843,0.3168057026572112,0.4645535086632129,False
ASAH1,1832.11203659177,0.10919713417930565,0.1090939416659642,1.0009459050774552,0.3168529616890642,0.46457538759186523,False
CP,380.55179452747666,0.569918605878488,0.5695752113711884,1.0006028958080406,0.3170188295442774,0.4646305126327289,False
MAN2B1,838.1702485649841,-0.1592727675448523,0.15916685538952605,-1.000665415893699,0.3169885926704853,0.4646305126327289,False
RCN3,27.69410467583189,-0.3354632872254168,0.33525779329124084,-1.0006129430494624,0.3170139702235769,0.4646305126327289,False
MST1,60.09359869964193,-0.28718832137122846,0.2870159324989739,-1.000600624748437,0.3170199279427822,0.4646305126327289,False
CCDC13,4.586934851133253,0.34795994020262416,0.34792516361998466,1.0000999542035927,0.3172621382982814,0.46493806781527197,False
MACROD2,110.33568883756038,0.24424005493275686,0.2442393195754879,1.0000030108062463,0.3173090508111699,0.46495938636814227,False
IKZF4,61.81146654563388,0.15890937315083567,0.15900108865947335,0.9994231768511089,0.3175897370031189,0.46532321894816986,False
RHEBL1,39.07554927889963,0.18794009193353287,0.18806283553557357,0.9993473266438255,0.31762646662793914,0.4653295757267973,False
SSRP1,3569.475185284858,-0.12194287208417504,0.12204372663194515,-0.9991736195660897,0.31771059285046477,0.4654053611593532,False
CACNA2D1,161.4047622403041,0.3308488278198727,0.33121232542792167,0.998902523909461,0.31784191347494706,0.4655027963075838,False
EN1,13.697387113799602,-0.2787197876933836,0.279025820348923,-0.9989032102650691,0.31784158095460047,0.4655027963075838,False
MASP2,7.9984564871572505,-1.0721665054266056,1.0739370420837397,-0.9983513589831126,0.3181090112658643,0.46583291340284627,False
CPT1A,917.3253659071707,0.10802839353635081,0.10822646767132738,0.9981698179822509,0.3181970192970994,0.46583291340284627,False
CRIPAK,56.79431137723709,-0.21964990005123436,0.220026291639145,-0.9982893335832431,0.3181390783453045,0.46583291340284627,False
EPHA3,33.99912015155408,-0.43309532725457056,0.4338877150587713,-0.9981737491597489,0.3181951133592603,0.46583291340284627,False
NKX2-1,45.74262478168439,-0.4777071255014579,0.4786718620816598,-0.9979845554823163,0.31828684789169315,0.46591694077970897,False
KCNH2,17.529050326613017,-0.16670647153375628,0.167205913563416,-0.9970130121655638,0.31875819396667016,0.46651183929555656,False
TPPP,88.53178553675997,-0.1489769054716433,0.14941599297283,-0.997061308549035,0.3187347520957422,0.46651183929555656,False
NDUFS1,1294.6396507066968,0.15999192703789983,0.1605011970018551,0.9968270020818014,0.31884848921002995,0.4665964547205145,False
PCDHB15,6.4386439925407934,0.29951362167610646,0.30056107589338876,0.9965150037669754,0.3189999807664037,0.4667230597504996,False
CARD9,13.380422545229315,-0.3172644396212583,0.3183632740003288,-0.9965484888842128,0.31898371972798956,0.4667230597504996,False
TRAPPC13,274.3214965193838,0.09831290483778754,0.09868656583973585,0.9962136588828602,0.319146344245428,0.46683678225108716,False
ODF3B,119.07363481472049,0.2851398171270908,0.2862406224551251,0.9961542658809481,0.3191751966636627,0.46683678225108716,False
KDM4A-AS1,12.037636982566266,-0.3069529490225683,0.3081031918261522,-0.9962666962430142,0.31912058076568117,0.46683678225108716,False
VGLL4,607.183370216367,0.19758229482453943,0.19838439622331758,0.9959568322204371,0.31927111987128054,0.4669295437311225,False
VDAC2,1824.8811595266016,-0.16129453860268006,0.16196602801283563,-0.9958541342379381,0.31932102317731337,0.4669549897155216,False
FASTKD5,418.8319040738798,-0.10526134741800913,0.10572434879501647,-0.9956206741182675,0.31943448579545775,0.4670733662022947,False
JMJD7,31.851029856337806,-0.207915525986753,0.20885581927198693,-0.9954978832358536,0.3194941732749218,0.4671039341780067,False
ARFIP1,360.76703591679416,0.15246366564699051,0.15316148601576057,0.9954438913664088,0.3195204205183957,0.4671039341780067,False
TOP2A,7724.907508235585,-0.21458406490695095,0.2156248529949396,-0.9951731534026224,0.3196520565199832,0.4672488241723727,False
KLHL30,7.629733088574385,-0.3060219295242459,0.30755743652843825,-0.9950074138296754,0.319732658565664,0.46731909379940273,False
LOC100134368,8.740802686293256,-0.21761806470602985,0.2187395038035755,-0.9948731752699196,0.3197979508626767,0.4673382455286791,False
ZNF592,700.8768164883895,0.0778018553894355,0.07820486763305902,0.9948467115178242,0.31981082359685675,0.4673382455286791,False
ETFA,2012.1363838989212,-0.09032745264874951,0.09080209183370876,-0.9947728166237791,0.3198467700042886,0.46734323615557466,False
RCOR1,560.2897462729967,0.11887820702995881,0.11951194010635337,0.9946973241683584,0.3198834962793371,0.46734936515294995,False
CELF2,118.15208153075751,0.3388172915809655,0.3406505656301222,0.994618314971045,0.3199219363655049,0.4673579965249994,False
DDB2,819.3867760065568,-0.1206043639755109,0.12126776538011941,-0.9945294497467727,0.3199651752818722,0.4673736358006483,False
SENP8,39.19476475605078,0.18930259427051938,0.190419960393168,0.9941320956041502,0.3201585615802526,0.4676085701160948,False
EIF2B4,791.3276755776386,-0.13217227825495317,0.1329882945200894,-0.9938639993235424,0.3202890831841452,0.46761219230909945,False
RCOR2,22.776186759597284,0.27880834243082553,0.28047688719182745,0.9940510436431764,0.3201980177356495,0.46761219230909945,False
PRTFDC1,153.70015684640327,0.15650013034509275,0.1574556646801003,0.9939314070602101,0.32025626272340935,0.46761219230909945,False
CMTM1,32.23634729585019,0.21844393301283152,0.2197935606235699,0.9938595671005586,0.3202912412864777,0.46761219230909945,False
AKR1C3,15232.373900146573,-0.14040970295239702,0.14134773945623474,-0.9933636257116926,0.3205327811189105,0.4679172780768487,False
SNHG4,68.99529513170866,-0.13339815892466175,0.13430994829067794,-0.9932113043179583,0.32060699055954167,0.4679780559213956,False
SRD5A3,321.317509920875,-0.12601057780445876,0.12691743385973384,-0.9928547558227712,0.32078074127633405,0.4681841033400198,False
TBC1D7,219.78973063034775,0.3925229549473267,0.3953864078785591,0.9927578367030969,0.32082798185729333,0.46820548429112924,False
LY75,47.419075222064755,0.4481759509733981,0.4515314028014685,0.9925687298662907,0.32092016991348704,0.46829244905811623,False
WDR1,4913.584835360743,0.11464292473462537,0.11553975822258669,0.9922378798280538,0.32108149825936316,0.4684802766599646,False
MRGPRX3,9.460426129259378,0.4926514182212124,0.49664012219890036,0.9919686231550771,0.3212128316839954,0.46862430587714815,False
CENPH,283.6718347298744,-0.1960916032948978,0.19770635928478072,-0.9918325541185199,0.32127921446078633,0.46862597166653025,False
BMPR1A,274.91837127888414,0.1631027708281866,0.16443649578683286,0.9918891183355353,0.32125161789698,0.46862597166653025,False
TPT1-AS1,66.35926121429287,-0.20777775402852247,0.20954633978963708,-0.9915599300713623,0.3214122440606014,0.46872239755845435,False
LINC00240,4.524103730060626,-0.4061746954485414,0.40965822661284973,-0.9914964940577149,0.32144320344883004,0.46872239755845435,False
RRNAD1,358.17537526817335,-0.14668208644247357,0.14793537919877775,-0.9915281066429679,0.32142777496137553,0.46872239755845435,False
STARD4-AS1,6.1251721791761655,-0.4407277642014147,0.44454026304307437,-0.9914237265808918,0.32147871937358763,0.46872660941042926,False
DTX2P1-UPK3BP1-PMS2P11,45.54241133336482,0.16630258483911092,0.1677915365725337,0.9911261809514502,0.32162397036478807,0.4688908015283687,False
MUC2,3.772013047583156,-0.510623552678819,0.5155178412604845,-0.9905060733306561,0.32192682210909873,0.4692847008035832,False
EPHX4,28.21114174717879,-0.28185350449621727,0.284584954564773,-0.9904019870877113,0.3219776745879164,0.46931120871854776,False
ZNF85,21.098839109371593,0.24498892842857994,0.247438331575552,0.9901009551294029,0.3221247765685654,0.46947798926488904,False
MEG3,366.72439155477264,0.23698656397627055,0.23943056819529335,0.9897924302755305,0.32227558552155755,0.46962735527454413,False
SF3B2,3485.4799871546597,-0.1080275249377958,0.10914984978641443,-0.9897175777079419,0.3223121808859627,0.46962735527454413,False
TSPAN15,1409.7093331551212,-0.09452755323049324,0.0955122193468343,-0.9896906791290709,0.3223253322432831,0.46962735527454413,False
HEPHL1,52.171569820515465,0.42265616116547833,0.42725627303695124,0.9892333661041999,0.3225489770731288,0.469905547574543,False
PROX1,4.412651346698166,0.36663933744626503,0.370692180491491,0.9890668234764154,0.3226304483878516,0.46997657894340666,False
FLT4,63.2360197992685,-0.15223757399197968,0.15397140359312655,-0.9887392752115933,0.3227907215213962,0.47016237507618147,False
SNORD78,5.166568776920426,-0.48534617079332965,0.49091430709811534,-0.9886576206391294,0.3228306841269426,0.47017291242575604,False
MPP6,161.51042813821658,-0.12433579715194733,0.12580524985360375,-0.9883196233593876,0.3229961378632292,0.4703661952907401,False
RBM4,346.28192402503737,-0.09657908279698553,0.0977347067004072,-0.9881759106622781,0.3230665037069119,0.47042098036220314,False
ANKS6,493.45908831542994,-0.08193908219658624,0.08298991893355386,-0.9873377784859754,0.3234770762659469,0.4709710831698179,False
DSCAM,7.468330045057667,-0.5216832706415045,0.5286051380433956,-0.9869054102888367,0.3236890116973715,0.471231895221366,False
SETD9,49.603858429231465,-0.1521869867763962,0.1542173554491503,-0.9868343697968315,0.3237238425157971,0.4712348486758477,False
IGSF23,4.862703993059907,-0.4215110368331183,0.42729502179662093,-0.986463720220322,0.3239056098629035,0.4714109225989908,False
MAT2A,3911.037097877268,0.11144148231612458,0.11297181020477638,0.9864538960128382,0.3239104285796073,0.4714109225989908,False
DEFB4A,6.313932250340807,0.6477695498618325,0.6568835095029408,0.986125455260698,0.324071553738592,0.4715976439433359,False
TNRC6C,89.40233894014106,0.12525977014023648,0.12703128766195837,0.9860544787482904,0.32410637997237024,0.4716005524848648,False
RBM23,781.294719233083,-0.10921372637299927,0.11076647006091997,-0.9859818256637887,0.32414203137873254,0.47160466100738013,False
REREP3,10.457970505515458,-0.20818642258028272,0.21120206818121548,-0.9857215148180022,0.3242697888060718,0.47174276313802815,False
NEFH,6.061081716048508,0.4000007721932703,0.40582635101972797,0.9856451440084667,0.3243072768998543,0.4717495281433077,False
UBXN10,4.700210625174812,0.37333631525640715,0.3788385737048531,0.9854759815120289,0.32439032364188103,0.47182255638749243,False
BZW2,1226.7657611391674,-0.11540194216627708,0.11712626135793548,-0.9852781163535228,0.32448747891612795,0.4718683188692271,False
ARL4C,1892.8282003446395,-0.12032199398914632,0.12211946018293847,-0.9852810830386943,0.32448602208163235,0.4718683188692271,False
OSBPL10,384.2820814821655,0.12487710382488086,0.12679366194044553,0.9848844328160119,0.3246808407983556,0.4721017164887831,False
NAA15,816.7325209237215,0.15116317104646732,0.15358525129012204,0.9842297341488901,0.3250025690985292,0.472521698984867,False
STEAP2,302.7037166712886,-0.2641853071405416,0.2684496587859374,-0.9841148926592743,0.3250590252300041,0.4725559559253429,False
CCDC149,101.06320957576193,0.13696419028442444,0.13922492395955624,0.983762004597765,0.32523254509912936,0.4727603706257303,False
ADK,645.6854645191319,-0.175417171827113,0.1783356012195104,-0.9836351834830492,0.3252949194865652,0.4728031984362602,False
LBH,1800.9319548489732,0.23921349721740945,0.24327925260807126,0.9832877019019298,0.32546586110784437,0.4730037997648247,False
IPP,122.91652521402861,0.14841102116972468,0.15095283165451917,0.9831615581043764,0.32552793129635305,0.47304615223582924,False
SNORA48,5.103417686528898,0.39317859060423876,0.39998261515017264,0.9829891993096267,0.3256127544350267,0.47312155661106436,False
KDM4D,14.286494667563225,0.1985186169785604,0.2019812485805228,0.9828566680011289,0.3256779870001053,0.4731684831354685,False
PDS5B,349.7730851866671,0.17497448950167918,0.17805842661288923,0.9826801956533361,0.3257648607528064,0.47324683886892677,False
IL12RB2,5.0882006024948785,-0.4429510792054915,0.4507988688854867,-0.9825913722911563,0.3258085923902174,0.4732625114537779,False
SLAIN2,553.4067435839482,0.13598089026800955,0.13840943728445068,0.9824538914102359,0.32587628778446887,0.4733129865849439,False
GOLGA2,1194.4412062164909,0.11308665806782123,0.11512552811662222,0.9822900265288198,0.3259569865686185,0.4733823361347324,False
ADAMTS14,3.6545800476892594,0.41551181989357305,0.42306480055552315,0.9821469887070908,0.3260274392382684,0.47338894199484166,False
EXOC5,672.5607232759862,0.16674550769987256,0.16976998956968814,0.9821848262023125,0.32600880157834966,0.47338894199484166,False
WEE1,362.13872842952816,0.18374792774508525,0.1871729947706799,0.9817010620052804,0.32624714206465655,0.4736600750784089,False
RFPL2,5.904192695527609,-0.42585731896499307,0.43396878262800853,-0.9813086471015394,0.3264405598355111,0.4738929954119799,False
BMP8A,19.704964142319525,-0.48801448631477745,0.4974724773829579,-0.9809879108932098,0.32659870315051454,0.47406022097245687,False
CHMP7,721.441304450079,-0.10625296476749987,0.10831736636529066,-0.9809411762207292,0.3266217504653611,0.47406022097245687,False
SMYD4,250.59004872926755,0.10536969633494217,0.107474872072204,0.9804123913183397,0.3268825956077943,0.4743429665153104,False
TRIM68,214.9784786900219,0.0989937119859756,0.10096727263385635,0.9804534618357219,0.32686233102218964,0.4743429665153104,False
KRT31,9.201504647536817,-0.3571731381086696,0.36437897682727266,-0.9802243291274763,0.3269753977120028,0.47442971048688337,False
MAP2K1,1170.3777481395327,0.14896991405080512,0.15201004056649736,0.9800004887548046,0.32708587739679373,0.47453830147578124,False
KCNK6,295.5311231234521,0.09460296138790736,0.09653965754506408,0.9799388540791883,0.3271163023468371,0.47453830147578124,False
TATDN2,624.8730542821311,-0.10534022763399783,0.10751637276781274,-0.9797598721218544,0.3272046642806441,0.474570641802699,False
WWTR1-AS1,12.318311806848584,-0.24847404050448307,0.2535970766756067,-0.9797985203998355,0.3271855826289224,0.474570641802699,False
CTSF,390.6077333301829,-0.1824166051052184,0.18623324355206283,-0.9795061377117804,0.32732995744740967,0.4747044385917108,False
MKRN3,19.195704361655125,-0.3157750671120262,0.3224322604177565,-0.9793532033764084,0.32740549093153115,0.4747660525610554,False
MYEOV,638.3074442917303,0.15353528160877192,0.15683761261683957,0.978944266283016,0.3276075184388417,0.47501106276669364,False
SUGT1P1,10.882351593743115,0.302569335429831,0.30911201751684175,0.9788339446018003,0.3276620345992939,0.47504216258486787,False
FAM200B,204.48572322035236,0.16274288046833524,0.16627694028412673,0.9787459415012529,0.32770552611241455,0.4750572742816294,False
TRIML2,182.2027527860933,0.30187163285755003,0.30850313726073175,0.9785042561898581,0.3278249873108089,0.47518250102987397,False
TLE6,45.021314544238756,-0.31638434086997064,0.32337106439824276,-0.9783940979961406,0.32787944612475906,0.47520212612374857,False
JPX,72.55424804261125,-0.1380833190026921,0.141139980021955,-0.978343053337634,0.32790468301995823,0.47520212612374857,False
DHX9,3039.2140301738987,-0.1483232057828828,0.15164060878675162,-0.9781232545133475,0.3280133677480682,0.4752899596060752,False
TRIM56,313.7666887990445,0.176469119070198,0.18042278289316355,0.9780866708762235,0.3280314596613,0.4752899596060752,False
PALMD,116.36273581406024,-0.2194246640255518,0.22436329443655656,-0.9779882425803779,0.32808013917781076,0.4753125533913301,False
METAP1,989.5405548838442,0.12430084392761032,0.12719443348015982,0.9772506589055971,0.32844507382553645,0.47578361897051025,False
SLC20A1,1548.5573360787757,-0.08599457506136227,0.08800124839782922,-0.9771972173917881,0.32847152533408885,0.47578361897051025,False
DNASE2,597.9127245234807,-0.10940771115759351,0.11200056214250785,-0.9768496609721009,0.32864358619511647,0.4758888982238729,False
NFIB,439.5506213673359,0.15375337085829766,0.15737642940058078,0.976978391515917,0.3285798501951137,0.4758888982238729,False
TMEM251,169.51532956303132,-0.1061211690410375,0.10863169675986048,-0.9768895470318142,0.32862383728278566,0.4758888982238729,False
GATM,92.83616840697161,-0.23290442328762406,0.23853958796303198,-0.9763763963729105,0.32887797394188134,0.47613231619964397,False
MMP19,4.191262672409625,0.47769359943588946,0.48922278981557005,0.9764336604514541,0.3288496077280476,0.47613231619964397,False
TRIM15,41.49450774494702,-0.4530596890658145,0.4644566425995199,-0.9754617493036214,0.3293312665729282,0.47669249124299107,False
GALNT18,416.78850014288275,-0.10751986515402628,0.1102179695888616,-0.9755202854407511,0.32930224435775757,0.47669249124299107,False
LRRC39,4.931317442827408,-0.34959800923592327,0.35884604902098327,-0.974228391784469,0.32994315050333056,0.4774338537601578,False
CLEC7A,6.979653521906252,0.5447561847552168,0.5591406757905653,0.9742739320207562,0.32992054434790175,0.4774338537601578,False
ZSCAN18,181.06561471618244,0.165942099870017,0.1703204947051726,0.9742932003413057,0.3299109798630989,0.4774338537601578,False
KIAA1671,657.6790621253623,0.10659548308796624,0.10942946284605023,0.9741022236207908,0.33000578556885607,0.4774763939452297,False
CCND2,1487.806844954731,-0.13808036903336957,0.1417858157374984,-0.9738658857738696,0.3301231341127412,0.4775499893931769,False
PMS2P5,22.253983498435733,0.1753098818550729,0.1800117453618351,0.9738802404403605,0.3301160058371245,0.4775499893931769,False
TSKU,2943.0969248513875,-0.1155630391854981,0.1186734421805716,-0.9737902353052105,0.3301607024550888,0.4775562476308704,False
EDAR,11.786415427602734,-0.2846743966545181,0.2924180463701693,-0.97351856422073,0.3302956382791974,0.47770332623768746,False
FAT3,52.882535602815,0.32325460445650217,0.33209947153507874,0.9733668137510351,0.33037102648477357,0.4777642607691018,False
POMZP3,111.37788065943998,-0.3367312342972787,0.3460073855856798,-0.9731908864526129,0.3304584394504021,0.4778425708248089,False
SLC35B3,230.09510228443858,0.13086961384813459,0.1345250391483898,0.972827175346717,0.33063920398081215,0.4780558378007596,False
PPP2CB,1072.7892079989876,0.12701046869995547,0.13061549680087417,0.9723996907777747,0.33085174572101117,0.47821875229178457,False
ASPDH,3.5233836093341577,-1.0199303569603415,1.0488634858221249,-0.9724147810912639,0.33084424143910607,0.47821875229178457,False
USP38,240.04104569779,0.13939467899670668,0.14333205790537365,0.9725296701505091,0.3307871117178821,0.47821875229178457,False
TTC5,178.95001323246711,-0.09747435941881423,0.10031721967052672,-0.9716612934344738,0.3312190788308349,0.47870153787563124,False
CYB5R1,769.595223779166,-0.08436338715626089,0.08684515056088807,-0.9714231204782449,0.3313376198002005,0.4787283763501639,False
HECTD2,91.3833983307264,0.15532277607812053,0.15988880343142406,0.9714424821794237,0.33132798227115756,0.4787283763501639,False
MCTS1,728.1136623633299,-0.10990526290022741,0.11312677410844142,-0.9715229994525795,0.33128790573522326,0.4787283763501639,False
PHTF1,225.78994680599138,-0.09695583583984722,0.0998521844870425,-0.9709936376247119,0.33155144687097393,0.4789891478025354,False
BCAS2,332.05368222630904,-0.11863235558402098,0.12226629665247364,-0.9702784727439511,0.3319077046577219,0.47945561439043066,False
C1orf52,187.4072933969011,0.10998452653032254,0.11338743205455629,0.9699886886705711,0.33205213035015035,0.4796160169525699,False
DCAF10,264.886441028782,0.11647374174192042,0.12013126505547243,0.9695539432481369,0.3322688795812494,0.47988084086299676,False
PLEKHA4,208.52462053596173,0.3812440863606046,0.3932620322194352,0.969440360690287,0.3323255230244173,0.4799144012634478,False
POLR2D,518.5496929087038,-0.1369723449750835,0.1413450332416331,-0.9690637289031984,0.33251339333771857,0.48013744182226004,False
SP2,294.69096923759645,0.1344456255112162,0.1387598971219016,0.9689083683386182,0.33259090979800743,0.48020110654856024,False
KIF13B,761.4607210988046,0.08671704469852777,0.08952258314935423,0.9686611092740045,0.3327143026696693,0.480330989061649,False
SNORD116-4,6.7020018009632505,0.4052584080921752,0.4185476638821678,0.9682491220552271,0.33291996760517173,0.480579607577964,False
TPM3,5916.321781555528,-0.11863420815398826,0.12254023273161956,-0.9681245539480405,0.33298216843759576,0.48062110235853517,False
SPTAN1,5564.346617339009,0.12111477987299181,0.12514402503957783,0.9678031359043172,0.33314269737750657,0.480763783370799,False
SNED1,13.321210355444274,-0.24745910554699205,0.25569435102014704,-0.9677926186468386,0.3331479509575598,0.480763783370799,False
COL21A1,18.780756913444847,-0.2853554196540152,0.2949909398265161,-0.9673362165693374,0.3333759844159695,0.48104453516671536,False
SLC13A4,5.346999444424248,-0.8145484525903915,0.8425308425307849,-0.9667876966303807,0.33365017621649984,0.48139182801307995,False
PAOX,50.13666602579896,-0.2091318989333668,0.21639358084697555,-0.9664422489558787,0.3338229317644008,0.48159271316804403,False
SUV39H2,174.53402561544115,-0.14462972680874284,0.14974173877462435,-0.9658611419386842,0.3341136687508469,0.4819637478938314,False
TCF4,117.23847223643321,0.1744586287062232,0.18064272450439525,0.9657661507534361,0.3341612098578808,0.48198392980103566,False
TUBGCP5,393.12241846048744,-0.10446165790624626,0.1082125005967696,-0.9653381756281555,0.3343754565744882,0.4822445345998492,False
KANK3,37.58183018761527,-0.3104927438596936,0.3216907522401594,-0.9651901451860639,0.3344495820401957,0.4822546116219463,False
MAPK8IP2,61.2838420602371,0.18204286328001096,0.18859754016979025,0.965245162350059,0.3344220312478089,0.4822546116219463,False
RASGEF1A,119.661702585224,-0.1303865156758431,0.13510807893055096,-0.9650534350567233,0.3345180483264373,0.482304925959213,False
C7orf25,228.14177449857993,0.08613857981519608,0.08926967735713665,0.9649254076564641,0.3345821743753826,0.48234897311357217,False
SCARNA17,7.651617075169137,-0.4495208614661604,0.4659233300885778,-0.9647957774097745,0.33464711132592107,0.4823941803439878,False
HNF1B,617.060937470063,-0.11297586206864427,0.1171154844786289,-0.9646535005305807,0.33471839282725036,0.48244852326239374,False
PKD1L2,124.9410793453407,0.21225663006632683,0.22010359631704082,0.9643487594840973,0.3348711026932145,0.48262021080364365,False
TMEM8B,109.48286966255523,0.17528807314417186,0.18188460876652476,0.9637323044149353,0.3351801539096202,0.482988055977132,False
TM2D3,364.59634310357706,-0.1483730884077697,0.15396102061281844,-0.9637055393449145,0.33519357636725644,0.482988055977132,False
EFCAB14,1177.929889468056,0.1083285186861734,0.11244317758365525,0.9634067714386616,0.33534342946314855,0.48315552177992094,False
DLAT,562.2289393660153,-0.14535335552368242,0.15091889242962686,-0.963122331363917,0.33548613623048973,0.4833126587532306,False
ZYG11A,43.77509197916605,0.1380680952429619,0.14342583024672928,0.9626445599474607,0.33572592748969277,0.48360961338783975,False
HDAC8,350.50596405840145,-0.16037222660976053,0.16665911054289131,-0.9622769861626448,0.33591048614919217,0.4838269544835868,False
LPAR3,104.49817830740683,0.2435670182520137,0.2531677134949997,0.9620777266166856,0.33601056158309395,0.4839225792183186,False
ALPL,6.311979540349652,-0.30897018169267687,0.32121814110885905,-0.9618702749044569,0.3361147718086659,0.4840241391142035,False
MRPS18C,194.87806633998346,-0.18794233554279885,0.19541827419869232,-0.9617439121978312,0.33617825839218185,0.48406704019866537,False
ZNF207,2050.4575729448175,-0.10259552202625966,0.10670134405148948,-0.9615204282408238,0.3362905590885342,0.4841802136566329,False
FOXS1,4.821419689260306,-0.5677385145384776,0.5906154653211853,-0.9612659130585638,0.3364184823702101,0.4843158550686881,False
TLX1,5.594813661800236,0.45787105905495623,0.47642684646709255,0.961052179259554,0.33652593247539864,0.48440930523557246,False
PLIN1,7.529673253906667,-0.36851742090496514,0.3834718036755325,-0.9610026535791384,0.33655083360408244,0.48440930523557246,False
PCYT1A,545.2504314048713,0.11155907098973368,0.11611369211214441,0.9607744699220158,0.33666557788997253,0.484525915845256,False
STXBP6,22.20690122774686,-0.21014205629424507,0.21880346946036658,-0.960414644303936,0.3368465706834137,0.4847378377679978,False
NAGK,785.3809040473363,-0.1705028311020544,0.17756780400739752,-0.9602125343339335,0.33694825972119946,0.4847904522427427,False
NTN1,35.800082183925646,0.2757539240434608,0.287181497414964,0.9602078355521946,0.33695062408769216,0.4847904522427427,False
GGT5,6.417253766895595,-0.5455019580239012,0.568329758319092,-0.9598335298107441,0.33713900419052434,0.48501291149620196,False
CA13,31.845126436011586,0.23589120769005867,0.24584526252281655,0.9595108942486372,0.33730143411345836,0.48519799764433197,False
MAMLD1,110.81004444882979,0.11217467148779087,0.11693274513848242,0.9593093136994552,0.33740294477397903,0.4852071366248867,False
RBM8A,1404.131759492248,-0.1645648695432462,0.17154734944384742,-0.9592970691576508,0.33740911143551566,0.4852071366248867,False
UBXN1,1510.2355188238867,-0.24090310861877548,0.2511065132468027,-0.959366228712679,0.3373742818819121,0.4852071366248867,False
PIAS3,501.21464988279183,-0.07448276862768151,0.07767664450970885,-0.9588824169454419,0.33761798355687433,0.48545890819518134,False
SZRD1,1645.9318741179823,-0.13351368413045137,0.1392835971758117,-0.9585743536040556,0.33777321761096246,0.4855849138596104,False
BCKDHA,905.954377175566,-0.16082329174009247,0.16776433470265137,-0.9586262302123909,0.3377470736200875,0.4855849138596104,False
UTP15,306.55942195161236,0.13822016838905699,0.14420885862024038,0.95847210574661,0.3378247507510228,0.4856104031708219,False
HLA-DRB6,20.886797322267114,-0.3305429832097296,0.3450673490546351,-0.9579086057121973,0.3381088465955382,0.4859223756281129,False
CFH,857.0624912428092,-0.39055622485504765,0.4077181204349705,-0.9579074494859,0.33810942967970326,0.4859223756281129,False
POU4F1,28.9960906115049,-0.13780509525095247,0.1439111414014049,-0.9575707197441988,0.33827926974894307,0.4861178342716131,False
MYOM2,38.40573875574068,0.20734694165148768,0.21657537736625668,0.9573892663746233,0.33837081408321,0.48620075166227195,False
RAB10,3025.4237441584237,-0.1134113282282259,0.11854183411292524,-0.956719870895435,0.3387086657546736,0.486540215201644,False
COX6B2,15.646533482010616,0.4118307334252205,0.43040419542874775,0.9568464661804115,0.3386447550482481,0.486540215201644,False
KIAA0391,546.1540731665261,0.09114167255139705,0.09525969796778805,0.9567705388087258,0.3386830854990259,0.486540215201644,False
GOLGA7,623.1408030900468,0.08940737802130384,0.09349984481078659,0.9562302290686732,0.33895593073190255,0.48684600902742636,False
ME2,720.9861728471216,0.13892581700396298,0.14529494890731653,0.9561641202859954,0.3389893239803248,0.48684600902742636,False
AHI1,196.43262392688385,0.1165531523420753,0.12192638585232345,0.9559305110810372,0.3391073429140875,0.4869181497555004,False
HNRNPU,6903.433155940608,-0.06114525139198064,0.06396337170508529,-0.9559416547630086,0.33910171254809285,0.4869181497555004,False
YKT6,1883.1509931656112,-0.09448632002192646,0.09886041803515887,-0.9557548096582316,0.33919612431196033,0.4869969540141537,False
RBM6,745.5974509246499,0.1255869660699836,0.13149540531284243,0.9550673331223857,0.3395436474292096,0.4873749877053653,False
DPH3,423.25936248142193,0.10845046653177295,0.11356479706725443,0.954965529217186,0.3395951292587155,0.4873749877053653,False
TLX3,11.76550542195925,-0.6167510819536571,0.6457971546428612,-0.9550229162820217,0.3395661082330209,0.4873749877053653,False
SLC25A26,176.04455558273537,-0.15045984809503243,0.15754714757679786,-0.9550147394556245,0.3395702432121078,0.4873749877053653,False
ARMC1,460.3667302652099,-0.1629356717882621,0.1706396126490944,-0.9548525647636414,0.3396522607914988,0.4874082887354581,False
HOXA6,8.364295509912237,-0.22593916553258786,0.23674590325509592,-0.9543530106585891,0.3399049831062808,0.4877222320520206,False
PCBD2,130.7084592068234,-0.0985396344220961,0.10332903858149267,-0.9536490010441807,0.3402613431928617,0.48813605515365005,False
ARL14,257.147282021565,0.18515349823904317,0.19414848702535367,0.9536695396182209,0.34025094345683327,0.48813605515365005,False
CHPT1,444.4493086553959,-0.11795228736757679,0.12371752827804053,-0.9533999669189394,0.3403874581832106,0.4882682200958566,False
NUDT16P1,61.578349000804224,0.1775524758888326,0.18628743085388288,0.9531103364032022,0.3405341695230869,0.48842990009671194,False
UPF3A,513.8416779962108,-0.14856487526674508,0.1558937477310852,-0.9529880282499698,0.3405961364608946,0.48847001062166434,False
FAM90A1,5.812175155984361,0.426296524969449,0.4475535892521571,0.9525038681552577,0.3408415051300978,0.4887243300428171,False
