Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Biological_Process_2021,dendritic spine organization (GO:0097061),1/27,0.3177026422091728,0.3962815473184778,0,0,2.705082417582417,3.1017541372202078,FYN
GO_Biological_Process_2021,negative regulation of protein polymerization (GO:0032272),1/27,0.3177026422091728,0.3962815473184778,0,0,2.705082417582417,3.1017541372202078,MAP2
GO_Biological_Process_2021,generation of neurons (GO:0048699),4/202,0.316085701797922,0.3962815473184778,0,0,1.4236954381358713,1.639729680318403,IL1B;NRCAM;RUNX2;CX3CL1
GO_Biological_Process_2021,negative regulation of actin filament bundle assembly (GO:0032232),1/27,0.3177026422091728,0.3962815473184778,0,0,2.705082417582417,3.1017541372202078,PHLDB2
GO_Biological_Process_2021,protein ubiquitination (GO:0016567),9/525,0.3193311704748758,0.3981006600485932,0,0,1.2313825239398084,1.4056558599778997,HERC5;ARRDC4;DTX3L;NEDD4;RNF182;TRIM14;TRIM36;UBE2L6;HERC6
GO_Biological_Process_2021,regulation of G protein-coupled receptor signaling pathway (GO:0008277),2/82,0.3204862560819084,0.3991154014005671,0,0,1.7597670250896058,2.002466854002317,C3;CCL5
GO_Biological_Process_2021,ephrin receptor signaling pathway (GO:0048013),2/82,0.3204862560819084,0.3991154014005671,0,0,1.7597670250896058,2.002466854002317,FYN;MMP9
GO_Biological_Process_2021,Ras protein signal transduction (GO:0007265),3/142,0.3219629271391763,0.4007410901625918,0,0,1.5201076548832877,1.7227666945358062,RAB42;RASGRP1;RASGRP3
KEGG_2021_Human,Basal cell carcinoma,2/63,0.2217080887758029,0.4019585674553174,0,0,2.3101239790822024,3.4799561570098274,BMP2;GADD45A
GO_Biological_Process_2021,regulation of immunoglobulin production (GO:0002637),1/28,0.3273018636435786,0.4020400844755769,0,0,2.604761904761905,2.9091866891146405,IL6
GO_Biological_Process_2021,protein localization to cell surface (GO:0034394),1/28,0.3273018636435786,0.4020400844755769,0,0,2.604761904761905,2.9091866891146405,ANK2
GO_Biological_Process_2021,neutral amino acid transport (GO:0015804),1/28,0.3273018636435786,0.4020400844755769,0,0,2.604761904761905,2.9091866891146405,SLC6A15
GO_Biological_Process_2021,glycerophospholipid catabolic process (GO:0046475),1/28,0.3273018636435786,0.4020400844755769,0,0,2.604761904761905,2.9091866891146405,PLA2G4C
GO_Biological_Process_2021,regulation of protein transport (GO:0051223),1/28,0.3273018636435786,0.4020400844755769,0,0,2.604761904761905,2.9091866891146405,TNF
GO_Biological_Process_2021,cellular response to epidermal growth factor stimulus (GO:0071364),1/28,0.3273018636435786,0.4020400844755769,0,0,2.604761904761905,2.9091866891146405,SNAI2
GO_Biological_Process_2021,regulation of calcineurin-NFAT signaling cascade (GO:0070884),1/28,0.3273018636435786,0.4020400844755769,0,0,2.604761904761905,2.9091866891146405,TNF
GO_Biological_Process_2021,regulation of calcium-mediated signaling (GO:0050848),1/28,0.3273018636435786,0.4020400844755769,0,0,2.604761904761905,2.9091866891146405,GBP1
GO_Biological_Process_2021,cellular response to acid chemical (GO:0071229),1/28,0.3273018636435786,0.4020400844755769,0,0,2.604761904761905,2.9091866891146405,VEGFA
GO_Biological_Process_2021,regulation of microtubule polymerization or depolymerization (GO:0031110),1/28,0.3273018636435786,0.4020400844755769,0,0,2.604761904761905,2.9091866891146405,MAP2
GO_Biological_Process_2021,protein localization to Golgi apparatus (GO:0034067),1/28,0.3273018636435786,0.4020400844755769,0,0,2.604761904761905,2.9091866891146405,GBP5
GO_Biological_Process_2021,protein localization to lysosome (GO:0061462),1/28,0.3273018636435786,0.4020400844755769,0,0,2.604761904761905,2.9091866891146405,NEDD4
GO_Biological_Process_2021,response to ketone (GO:1901654),1/28,0.3273018636435786,0.4020400844755769,0,0,2.604761904761905,2.9091866891146405,NKX3-1
GO_Biological_Process_2021,neuron development (GO:0048666),3/143,0.3258064813200502,0.4020400844755769,0,0,1.5091726618705037,1.6924642313378764,IL6;MAP2;NEDD4
GO_Biological_Process_2021,epidermis development (GO:0008544),2/83,0.3256433531714759,0.4020400844755769,0,0,1.7379530067702111,1.9499007297895723,BNC1;LAMC2
GO_Biological_Process_2021,regulation of phosphatase activity (GO:0010921),1/28,0.3273018636435786,0.4020400844755769,0,0,2.604761904761905,2.9091866891146405,BMP2
GO_Biological_Process_2021,RNA phosphodiester bond hydrolysis (GO:0090501),1/28,0.3273018636435786,0.4020400844755769,0,0,2.604761904761905,2.9091866891146405,ZC3H12C
GO_Biological_Process_2021,macromolecule catabolic process (GO:0009057),1/28,0.3273018636435786,0.4020400844755769,0,0,2.604761904761905,2.9091866891146405,NEDD4
GO_Biological_Process_2021,T cell activation involved in immune response (GO:0002286),1/28,0.3273018636435786,0.4020400844755769,0,0,2.604761904761905,2.9091866891146405,ICAM1
GO_Biological_Process_2021,negative regulation of axonogenesis (GO:0050771),1/28,0.3273018636435786,0.4020400844755769,0,0,2.604761904761905,2.9091866891146405,MAP2
GO_Biological_Process_2021,positive regulation of cell communication (GO:0010647),1/28,0.3273018636435786,0.4020400844755769,0,0,2.604761904761905,2.9091866891146405,TNF
GO_Biological_Process_2021,positive regulation of synapse assembly (GO:0051965),1/28,0.3273018636435786,0.4020400844755769,0,0,2.604761904761905,2.9091866891146405,CUX2
GO_Biological_Process_2021,positive regulation of phosphatidylinositol 3-kinase activity (GO:0043552),1/28,0.3273018636435786,0.4020400844755769,0,0,2.604761904761905,2.9091866891146405,PDGFB
GO_Biological_Process_2021,regulation of neuron migration (GO:2001222),1/28,0.3273018636435786,0.4020400844755769,0,0,2.604761904761905,2.9091866891146405,CX3CL1
GO_Biological_Process_2021,monocarboxylic acid metabolic process (GO:0032787),3/143,0.3258064813200502,0.4020400844755769,0,0,1.5091726618705037,1.6924642313378764,VNN1;VNN3;CYP1A1
GO_Biological_Process_2021,regulation of calcium ion transmembrane transporter activity (GO:1901019),1/29,0.3367665075503374,0.4102205245537686,0,0,2.5116071428571427,2.7335464249451267,ANK2
GO_Biological_Process_2021,B cell activation (GO:0042113),2/85,0.3359261257398491,0.4102205245537686,0,0,1.695901887118366,1.849998328166005,IL11;RASGRP1
GO_Biological_Process_2021,regulation of T cell mediated cytotoxicity (GO:0001914),1/29,0.3367665075503374,0.4102205245537686,0,0,2.5116071428571427,2.7335464249451267,IL23A
GO_Biological_Process_2021,establishment of endothelial barrier (GO:0061028),1/29,0.3367665075503374,0.4102205245537686,0,0,2.5116071428571427,2.7335464249451267,ICAM1
GO_Biological_Process_2021,negative regulation of transferase activity (GO:0051348),1/29,0.3367665075503374,0.4102205245537686,0,0,2.5116071428571427,2.7335464249451267,DTX3L
GO_Biological_Process_2021,positive regulation of dephosphorylation (GO:0035306),1/29,0.3367665075503374,0.4102205245537686,0,0,2.5116071428571427,2.7335464249451267,BMP2
GO_Biological_Process_2021,lipid catabolic process (GO:0016042),1/29,0.3367665075503374,0.4102205245537686,0,0,2.5116071428571427,2.7335464249451267,HSD11B1
GO_Biological_Process_2021,negative regulation of myeloid leukocyte differentiation (GO:0002762),1/29,0.3367665075503374,0.4102205245537686,0,0,2.5116071428571427,2.7335464249451267,INHBA
GO_Biological_Process_2021,limb development (GO:0060173),1/29,0.3367665075503374,0.4102205245537686,0,0,2.5116071428571427,2.7335464249451267,GREM1
GO_Biological_Process_2021,lamellipodium organization (GO:0097581),1/29,0.3367665075503374,0.4102205245537686,0,0,2.5116071428571427,2.7335464249451267,ABLIM3
GO_Biological_Process_2021,glycolytic process (GO:0006096),1/29,0.3367665075503374,0.4102205245537686,0,0,2.5116071428571427,2.7335464249451267,HK2
GO_Biological_Process_2021,response to cadmium ion (GO:0046686),1/29,0.3367665075503374,0.4102205245537686,0,0,2.5116071428571427,2.7335464249451267,MMP9
GO_Biological_Process_2021,dicarboxylic acid transport (GO:0006835),1/29,0.3367665075503374,0.4102205245537686,0,0,2.5116071428571427,2.7335464249451267,SLC13A5
GO_Biological_Process_2021,regulation of protein targeting to membrane (GO:0090313),1/29,0.3367665075503374,0.4102205245537686,0,0,2.5116071428571427,2.7335464249451267,FYN
GO_Biological_Process_2021,homologous chromosome pairing at meiosis (GO:0007129),1/29,0.3367665075503374,0.4102205245537686,0,0,2.5116071428571427,2.7335464249451267,ANKRD31
GO_Biological_Process_2021,G1/S transition of mitotic cell cycle (GO:0000082),2/85,0.3359261257398491,0.4102205245537686,0,0,1.695901887118366,1.849998328166005,INHBA;BCAT1
GO_Biological_Process_2021,regulation of Ras protein signal transduction (GO:0046578),2/86,0.3410503656103651,0.415006685142098,0,0,1.6756272401433692,1.8025143020279404,RASGRP1;VAV1
GO_Biological_Process_2021,negative regulation of phosphorylation (GO:0042326),2/86,0.3410503656103651,0.415006685142098,0,0,1.6756272401433692,1.8025143020279404,INHBA;XDH
GO_Biological_Process_2021,cardiac muscle cell action potential (GO:0086001),1/30,0.3460984540113038,0.4174589599930159,0,0,2.424876847290641,2.572871919480503,ANK2
GO_Biological_Process_2021,positive regulation of lipid kinase activity (GO:0090218),1/30,0.3460984540113038,0.4174589599930159,0,0,2.424876847290641,2.572871919480503,PDGFB
GO_Biological_Process_2021,artery morphogenesis (GO:0048844),1/30,0.3460984540113038,0.4174589599930159,0,0,2.424876847290641,2.572871919480503,VEGFA
GO_Biological_Process_2021,protein N-linked glycosylation via asparagine (GO:0018279),1/30,0.3460984540113038,0.4174589599930159,0,0,2.424876847290641,2.572871919480503,B4GALNT2
GO_Biological_Process_2021,positive regulation of endopeptidase activity (GO:0010950),1/30,0.3460984540113038,0.4174589599930159,0,0,2.424876847290641,2.572871919480503,FYN
GO_Biological_Process_2021,regulation of macrophage activation (GO:0043030),1/30,0.3460984540113038,0.4174589599930159,0,0,2.424876847290641,2.572871919480503,IL6
GO_Biological_Process_2021,regulation of natural killer cell mediated cytotoxicity (GO:0042269),1/30,0.3460984540113038,0.4174589599930159,0,0,2.424876847290641,2.572871919480503,RASGRP1
GO_Biological_Process_2021,regulation of striated muscle contraction (GO:0006942),1/30,0.3460984540113038,0.4174589599930159,0,0,2.424876847290641,2.572871919480503,ANK2
GO_Biological_Process_2021,extrinsic apoptotic signaling pathway via death domain receptors (GO:0008625),1/30,0.3460984540113038,0.4174589599930159,0,0,2.424876847290641,2.572871919480503,TNF
GO_Biological_Process_2021,positive regulation of intracellular protein transport (GO:0090316),3/148,0.3450158834823657,0.4174589599930159,0,0,1.456760109154056,1.5502328650679542,ABLIM3;IL1B;FYN
GO_Biological_Process_2021,respiratory tube development (GO:0030323),1/30,0.3460984540113038,0.4174589599930159,0,0,2.424876847290641,2.572871919480503,VEGFA
GO_Biological_Process_2021,heterotypic cell-cell adhesion (GO:0034113),1/30,0.3460984540113038,0.4174589599930159,0,0,2.424876847290641,2.572871919480503,ITGB3
GO_Biological_Process_2021,long-chain fatty acid biosynthetic process (GO:0042759),1/30,0.3460984540113038,0.4174589599930159,0,0,2.424876847290641,2.572871919480503,CYP1A1
GO_Biological_Process_2021,maintenance of blood-brain barrier (GO:0035633),1/30,0.3460984540113038,0.4174589599930159,0,0,2.424876847290641,2.572871919480503,IL6
GO_Biological_Process_2021,negative regulation of Notch signaling pathway (GO:0045746),1/30,0.3460984540113038,0.4174589599930159,0,0,2.424876847290641,2.572871919480503,CHAC1
GO_Biological_Process_2021,phosphatidylcholine acyl-chain remodeling (GO:0036151),1/30,0.3460984540113038,0.4174589599930159,0,0,2.424876847290641,2.572871919480503,PLA2G4C
GO_Biological_Process_2021,plasma membrane invagination (GO:0099024),1/30,0.3460984540113038,0.4174589599930159,0,0,2.424876847290641,2.572871919480503,MARCO
KEGG_2021_Human,"Growth hormone synthesis, secretion and action",3/119,0.2345028077775541,0.4183530090751565,0,0,1.8236479781691888,2.6448142641516528,STAT5A;STAT1;CREB5
KEGG_2021_Human,Neurotrophin signaling pathway,3/119,0.2345028077775541,0.4183530090751565,0,0,1.8236479781691888,2.6448142641516528,NFKBIA;IRAK2;RPS6KA2
GO_Biological_Process_2021,protein modification by small protein conjugation (GO:0032446),7/409,0.3523011258265341,0.4247216045513086,0,0,1.2276119402985075,1.2807294788791943,HERC5;ARRDC4;IFIH1;DTX3L;NEDD4;RNF182;TRIM14
GO_Biological_Process_2021,cellular response to cAMP (GO:0071320),1/31,0.3552995569486687,0.4257045382795109,0,0,2.343928571428572,2.4254832758986744,SLC5A5
GO_Biological_Process_2021,cellular nitrogen compound biosynthetic process (GO:0044271),1/31,0.3552995569486687,0.4257045382795109,0,0,2.343928571428572,2.4254832758986744,CYP1B1
GO_Biological_Process_2021,triglyceride homeostasis (GO:0070328),1/31,0.3552995569486687,0.4257045382795109,0,0,2.343928571428572,2.4254832758986744,ANGPTL4
GO_Biological_Process_2021,negative regulation of response to DNA damage stimulus (GO:2001021),1/31,0.3552995569486687,0.4257045382795109,0,0,2.343928571428572,2.4254832758986744,SNAI2
GO_Biological_Process_2021,peptidyl-asparagine modification (GO:0018196),1/31,0.3552995569486687,0.4257045382795109,0,0,2.343928571428572,2.4254832758986744,B4GALNT2
GO_Biological_Process_2021,phospholipid translocation (GO:0045332),1/31,0.3552995569486687,0.4257045382795109,0,0,2.343928571428572,2.4254832758986744,ABCA1
GO_Biological_Process_2021,negative regulation of osteoblast differentiation (GO:0045668),1/31,0.3552995569486687,0.4257045382795109,0,0,2.343928571428572,2.4254832758986744,GREM1
GO_Biological_Process_2021,regulation of potassium ion transport (GO:0043266),1/31,0.3552995569486687,0.4257045382795109,0,0,2.343928571428572,2.4254832758986744,ANK2
GO_Biological_Process_2021,activation of protein kinase B activity (GO:0032148),1/31,0.3552995569486687,0.4257045382795109,0,0,2.343928571428572,2.4254832758986744,PDGFB
GO_Biological_Process_2021,cardiac muscle cell action potential involved in contraction (GO:0086002),1/31,0.3552995569486687,0.4257045382795109,0,0,2.343928571428572,2.4254832758986744,ANK2
GO_Biological_Process_2021,positive regulation of protein targeting to mitochondrion (GO:1903955),1/31,0.3552995569486687,0.4257045382795109,0,0,2.343928571428572,2.4254832758986744,ABLIM3
GO_Biological_Process_2021,negative regulation of peptidyl-tyrosine phosphorylation (GO:0050732),1/31,0.3552995569486687,0.4257045382795109,0,0,2.343928571428572,2.4254832758986744,PARP14
GO_Biological_Process_2021,regulation of cation channel activity (GO:2001257),2/89,0.3563463449859106,0.4267402493690024,0,0,1.617599802249413,1.6691238206822925,ANK2;MMP9
GO_Biological_Process_2021,aortic valve morphogenesis (GO:0003180),1/32,0.3643716444176957,0.4325873404045703,0,0,2.2682027649769587,2.289934259309748,SNAI2
GO_Biological_Process_2021,regulation of dendritic spine morphogenesis (GO:0061001),1/32,0.3643716444176957,0.4325873404045703,0,0,2.2682027649769587,2.289934259309748,CUX2
GO_Biological_Process_2021,modulation by host of symbiont process (GO:0051851),1/32,0.3643716444176957,0.4325873404045703,0,0,2.2682027649769587,2.289934259309748,CCL5
GO_Biological_Process_2021,hematopoietic progenitor cell differentiation (GO:0002244),1/32,0.3643716444176957,0.4325873404045703,0,0,2.2682027649769587,2.289934259309748,INHBA
GO_Biological_Process_2021,protein K63-linked deubiquitination (GO:0070536),1/32,0.3643716444176957,0.4325873404045703,0,0,2.2682027649769587,2.289934259309748,TNFAIP3
GO_Biological_Process_2021,negative regulation of developmental growth (GO:0048640),1/32,0.3643716444176957,0.4325873404045703,0,0,2.2682027649769587,2.289934259309748,MAP2
GO_Biological_Process_2021,negative regulation of DNA biosynthetic process (GO:2000279),1/32,0.3643716444176957,0.4325873404045703,0,0,2.2682027649769587,2.289934259309748,ANKRD1
GO_Biological_Process_2021,negative regulation of microtubule polymerization or depolymerization (GO:0031111),1/32,0.3643716444176957,0.4325873404045703,0,0,2.2682027649769587,2.289934259309748,MAP2
GO_Biological_Process_2021,regulation of cell migration involved in sprouting angiogenesis (GO:0090049),1/32,0.3643716444176957,0.4325873404045703,0,0,2.2682027649769587,2.289934259309748,VEGFA
GO_Biological_Process_2021,negative regulation of chemotaxis (GO:0050922),1/32,0.3643716444176957,0.4325873404045703,0,0,2.2682027649769587,2.289934259309748,SEMA7A
GO_Biological_Process_2021,regulation of chemotaxis (GO:0050920),1/32,0.3643716444176957,0.4325873404045703,0,0,2.2682027649769587,2.289934259309748,PDGFB
GO_Biological_Process_2021,B cell proliferation (GO:0042100),1/32,0.3643716444176957,0.4325873404045703,0,0,2.2682027649769587,2.289934259309748,RASGRP1
GO_Biological_Process_2021,liver development (GO:0001889),1/32,0.3643716444176957,0.4325873404045703,0,0,2.2682027649769587,2.289934259309748,IL6
