Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
prerank,Proteasome,-0.5828744353894936,-1.9311613706393007,0.0,0.002053644651323397,0.016,26/42,28.21%,PSMB3;PSMD3;PSMC4;PSMD9;ADRM1;PSMA1;PSMA7;PSMB4;PSMD6;PSMC3;PSMB5;POMP;PSMB1;PSMD13;PSMC5;PSMA3;PSMB6;PSMB2;PSMF1;PSMD2;PSMB10;PSMA4;PSMD4;PSMA2;PSMA5;PSME3
prerank,Pyruvate metabolism,-0.5954107418288217,-1.9178457262252584,0.0020876826722338203,0.002420366910488289,0.022,18/38,18.52%,ADH6;ADH1C;ALDH3A2;PDHB;GRHPR;MDH1;FH;ACSS1;ACAT2;LDHB;ACYP2;PC;HAGH;ACYP1;ALDH9A1;AKR1A1;MDH2;LDHD
prerank,Epstein-Barr virus infection,0.48244261709153097,1.9077843741411862,0.0,0.0012078708810678565,0.034,43/177,12.38%,IL6;DDX58;ICAM1;NFKB1;STAT1;IFNAR2;TNFAIP3;OAS3;TLR2;IRF9;MYC;TAP1;NEDD4;GADD45A;EIF2AK2;OAS1;LYN;STAT2;PIK3CD;AKT3;TAB2;JAK1;TRAF6;NFKBIA;RELB;TNF;IRF7;TAP2;PLCG2;USP7;JUN;MYD88;CDKN1A;TRAF3;RIPK1;RBPJ;CDK6;POLK;NFKB2;TBK1;MAPK8;STAT3;CASP8
prerank,Glyoxylate and dicarboxylate metabolism,-0.6415455022516133,-1.9008674263133223,0.0,0.0023103502327388213,0.023,15/26,25.55%,SHMT1;HOGA1;GLYCTK;PGP;GRHPR;MDH1;ACSS1;ACAT2;GCSH;MDH2;MCEE;CAT;GLDC;ACAT1;PCCB
prerank,Small cell lung cancer,0.535276845558637,1.8980280720518348,0.0,0.001303229108520582,0.037,34/89,14.56%,BIRC3;NFKB1;LAMC2;MYC;ITGA2;GADD45A;TRAF1;PIK3CD;AKT3;COL4A1;ITGAV;TRAF6;NFKBIA;BCL2L1;LAMB1;ITGA3;LAMA4;PTK2;COL4A2;COL4A6;CDKN1A;LAMC1;TRAF3;CDKN2B;LAMA2;CDK6;POLK;ITGB1;XIAP;BIRC2;TRAF5;LAMB3;LAMA3;COL4A4
prerank,Cell adhesion molecules,0.512871071874006,1.897825468960209,0.0,0.0012698129775328747,0.037,25/98,14.37%,SDC4;ICAM1;CLDN1;L1CAM;NRCAM;OCLN;CD274;CNTNAP1;CDH3;ITGAV;F11R;PVR;PTPRF;PTPRM;CDH2;PDCD1LG2;CD8A;CDH4;ITGB1;ICOSLG;CLDN16;ITGB8;ITGA4;HLA-DQA1;HLA-F
prerank,PD-L1 expression and PD-1 checkpoint pathway in cancer,0.5300087751161296,1.8851257492784854,0.0,0.0015098386013348206,0.046,18/77,7.96%,NFKB1;STAT1;RASGRP1;TLR2;IFNGR1;CD274;PIK3CD;AKT3;IFNGR2;JAK1;TRAF6;NFKBIA;CSNK2A2;EGFR;JAK2;CSNK2A1;JUN;MYD88
prerank,Tuberculosis,0.4783111129394723,1.8712250968174944,0.0,0.0019443775158653298,0.061,26/143,7.96%,IL1A;IRAK2;IL6;NFKB1;STAT1;IL1B;TLR2;IFNGR1;VDR;AKT3;IFNGR2;TGFB2;JAK1;TRAF6;IL23A;TNF;CEBPG;HSPA9;PLA2R1;CREB1;CASP10;JAK2;IL12A;NFYB;CTSS;MYD88
prerank,Thermogenesis,-0.45196678573385934,-1.8625842911972628,0.0,0.0040217207755083185,0.046,85/182,25.62%,ADCY5;NDUFA2;NDUFB11;NDUFAF3;COX8A;UQCR11;NDUFS7;NDUFC1;AKT1S1;SMARCD2;NDUFS3;NDUFAB1;NDUFS6;NDUFB7;COX5B;COX5A;UQCRQ;CYC1;NDUFB2;NDUFA11;NDUFB10;COA6;COX6A1;NDUFS8;RPS6KB2;NDUFB1;LIPE;COA3;NDUFB6;UQCRC1;MLST8;NDUFA3;COA4;NDUFA4;SMARCB1;NDUFC2;COX14;NDUFB8;NDUFA7;NDUFA8;SIRT6;NDUFV3;NDUFAF6;NDUFA10;HRAS;COX11;NDUFA9;DPF1;SLC25A29;COX18;ACTB;GNAS;TSC2;NDUFS5;NDUFA6;COX7C;COX7B;NDUFB4;COX4I1;NDUFV1;NDUFA13;UQCR10;COX6B1;COX6C;ADCY1;COX15;SDHA;MAPK12;SMARCA4;SLC25A20;UQCRFS1;COX16;COA5;RPS6KA1;UQCRHL;COX17;SDHB;CREB3;NDUFV2;NDUFAF4;PRKACB;NDUFB9;FGFR1;COA1;PNPLA2
prerank,Pathways in cancer,0.4257173208234312,1.857657760509088,0.0,0.002128153457119557,0.066,115/430,14.90%,BIRC3;IL6;NFKB1;STAT1;NKX3-1;IFNAR2;RASGRP1;PDGFB;LAMC2;ETS1;VEGFA;MYC;TGFA;STAT5A;IL7R;ITGA2;GADD45A;IFNGR1;BMP2;CASP7;VEGFC;RASGRP3;TRAF1;JAG1;FGF19;FOXO1;STAT2;PIK3CD;IL15RA;SMAD3;CTBP2;AKT3;MET;IL13RA1;COL4A1;IFNGR2;RUNX1;TGFB2;ITGAV;FGF2;JAK1;IL15;TRAF6;IL23A;IL4R;PLD1;NFKBIA;BCL2L1;MMP1;LAMB1;EGFR;ITGA3;LAMA4;PMAIP1;PTK2;JAK2;IL12A;RAC2;PLCG2;ARNT;COL4A2;MMP9;STAT4;JUN;FZD6;BRAF;COL4A6;CDKN1A;LAMC1;CSF2RA;TRAF3;CDKN2B;LAMA2;SOS2;NFE2L2;NOTCH2;CBL;PML;TCF7L2;FLT3LG;CDK6;TXNRD1;RPS6KA5;POLK;NCOA1;ITGB1;MITF;XIAP;NFKB2;BIRC2;CRKL;MAPK8;STAT3;CASP8;EGLN3;GSK3B;IFNAR1;IL7;F2R;EPAS1;MMP2;TRAF5;KRAS;LAMB3;NCOA3;SOS1;SLC2A1;PLCB1;LAMA3;STAT5B;BDKRB2;COL4A4;SMAD2;IGF1R;FGF1
prerank,Hepatitis B,0.4758481800894853,1.8429137944961922,0.0,0.002612371905565364,0.084,33/143,9.15%,IL6;DDX58;NFKB1;STAT1;IFIH1;TLR2;CREB5;MYC;STAT5A;STAT2;PIK3CD;SMAD3;AKT3;TAB2;TGFB2;JAK1;TRAF6;NFKBIA;TNF;IRF7;CREB1;CASP10;JAK2;MMP9;STAT4;JUN;MYD88;ATF4;BRAF;PTK2B;CDKN1A;TRAF3;SOS2
prerank,PI3K-Akt signaling pathway,0.44009746349094736,1.8382489545582683,0.0,0.0027451610933360376,0.089,74/263,14.90%,IL6;NFKB1;IFNAR2;PDGFB;LAMC2;OSMR;TLR2;ITGA5;CREB5;VEGFA;MYC;TGFA;IL7R;ITGA2;VEGFC;FGF19;EREG;ITGB3;PIK3CD;PCK2;DDIT4;AKT3;MET;COL4A1;FOXO3;EFNA1;ITGAV;FGF2;JAK1;PPP2R2A;IL4R;CSF1;BCL2L1;EIF4B;CREB1;LAMB1;EGFR;ITGA3;LAMA4;PTK2;JAK2;PPP2R3A;COL4A2;ATF4;COL4A6;CDKN1A;LAMC1;LAMA2;SOS2;PPP2R3C;EPHA2;FLT3LG;CDK6;ITGB1;TSC1;THBS1;MCL1;GSK3B;PIK3AP1;IFNAR1;IL7;CSF3;F2R;ITGB8;KRAS;LAMB3;SOS1;ITGA4;PDGFC;LAMA3;COL4A4;SGK1;IGF1R;FGF1
prerank,Focal adhesion,0.45773487317817635,1.833813810090683,0.0,0.0029794148399673796,0.099,54/172,16.85%,BIRC3;PDGFB;LAMC2;ITGA5;VEGFA;ITGA2;FLNB;VEGFC;MYL12A;ITGB3;PIK3CD;FYN;AKT3;VAV1;MET;COL4A1;ITGAV;PIP5K1A;LAMB1;EGFR;ITGA3;LAMA4;PTK2;RAC2;COL4A2;JUN;BRAF;COL4A6;LAMC1;LAMA2;SOS2;ITGB1;XIAP;THBS1;BIRC2;CRKL;MAPK8;PPP1R12A;GSK3B;ITGB8;PAK2;LAMB3;SOS1;ITGA4;PDGFC;LAMA3;COL4A4;IGF1R;ARHGAP5;FN1;ROCK1;COL6A2;ITGA1;PDGFA
prerank,Fluid shear stress and atherosclerosis,0.47315831520382573,1.8178145142837798,0.0,0.0035448384553078394,0.118,26/122,9.62%,IL1A;SDC4;ICAM1;NFKB1;PLAT;IL1B;PDGFB;VEGFA;ITGB3;PIK3CD;AKT3;DUSP1;ITGAV;CCL2;TNF;NCF2;ASS1;PTK2;RAC2;ARHGEF2;MMP9;JUN;BMPR2;MAP3K5;NFE2L2;MEF2A
prerank,Steroid biosynthesis,-0.6704808108949261,-1.810011008984946,0.0,0.007162085721490346,0.09,12/18,22.32%,HSD17B7;TM7SF2;NSDHL;DHCR7;DHCR24;MSMO1;LSS;EBP;SQLE;FDFT1;CYP51A1;LBR
prerank,Prolactin signaling pathway,0.5321946228511975,1.8086077901129733,0.0,0.0039577045890308495,0.132,17/58,14.26%,NFKB1;STAT1;STAT5A;IRF1;PIK3CD;AKT3;SOCS2;FOXO3;JAK2;SOCS6;SOS2;MAPK8;STAT3;GSK3B;KRAS;SOS1;STAT5B
prerank,Type I diabetes mellitus,0.6161621397227272,1.800642729250358,0.0019342359767891683,0.004328203990493152,0.146,8/29,14.87%,IL1A;IL1B;TNF;IL12A;PTPRN2;HLA-DQA1;HLA-F;ICA1
prerank,ErbB signaling pathway,0.5020132460300849,1.79839400002654,0.0,0.004338475001386587,0.15,26/80,14.26%,HBEGF;MYC;TGFA;STAT5A;EREG;NCK1;PIK3CD;ABL2;AKT3;GAB1;EGFR;PTK2;PLCG2;JUN;BRAF;CDKN1A;SOS2;CBL;CBLB;CRKL;MAPK8;GSK3B;PAK2;KRAS;SOS1;STAT5B
prerank,Porphyrin and chlorophyll metabolism,-0.6051083918176547,-1.780742569427652,0.007858546168958742,0.009171390317841989,0.124,19/28,33.62%,UROD;HMBS;MMAB;EARS2;ALAD;UROS;HMOX2;FXN;COX15;PPOX;GUSB;BLVRA;BLVRB;UGT1A10;FECH;CPOX;HCCS;ALAS1;UGT2B7
prerank,Huntington disease,-0.40952054186521747,-1.7759881063205365,0.0,0.00866381337277058,0.127,97/253,19.68%,PSMB3;NDUFA2;POLR2F;NDUFB11;COX8A;UQCR11;NDUFS7;NDUFC1;PSMD3;NDUFS3;NDUFAB1;NDUFS6;NDUFB7;DCTN3;COX5B;POLR2I;GPX1;POLR2L;COX5A;AP2S1;UQCRQ;PLCB3;WIPI2;CYC1;TUBB4A;VDAC3;NDUFB2;POLR2E;NDUFA11;CLTB;NDUFB10;TUBB4B;BAX;POLR2C;COX6A1;NDUFS8;PSMC4;NDUFB1;NDUFB6;UQCRC1;NDUFA3;PSMD9;AP2A1;NDUFA4;NDUFC2;ADRM1;PSMA1;NDUFB8;PSMA7;NDUFA7;NDUFA8;NDUFV3;NDUFA10;PSMB4;AP2M1;MAP2K7;TUBA1C;PSMD6;ACTR1B;NDUFA9;PSMC3;ATG2A;PPIF;POLR2J;PSMB5;POLR2H;SLC25A4;NDUFS5;SLC25A5;NDUFA6;CLTA;COX7C;PSMB1;GPX3;TUBB;HDAC1;COX7B;PSMD13;NDUFB4;COX4I1;NDUFV1;TUBA1B;TUBA4A;GPX2;NDUFA13;UQCR10;COX6B1;SOD1;COX6C;TUBB3;ACTR1A;PSMC5;SDHA;TUBB6;PSMA3;PSMB6;PSMB2
prerank,African trypanosomiasis,0.6343718076259096,1.7621451344651031,0.008281573498964804,0.006425873087280997,0.207,7/22,7.96%,IL6;ICAM1;IL1B;TNF;LAMA4;IL12A;MYD88
prerank,Hypertrophic cardiomyopathy,0.5101689685786015,1.759397607428522,0.0019342359767891683,0.006347243061297755,0.209,23/68,16.97%,IL6;ITGA5;ITGA2;ITGB3;TPM4;TGFB2;ITGAV;TNF;PRKAG2;TPM1;ATP2A3;ITGA3;PRKAB2;CACNG7;LAMA2;SLC8A1;CACNG6;ITGB1;ITGB8;ITGA4;SGCB;ITGA1;SGCD
prerank,MAPK signaling pathway,0.42149069220267105,1.7473344376150417,0.0,0.006991714138488938,0.228,72/243,16.86%,IL1A;NFKB1;IL1B;RASGRP1;PDGFB;VEGFA;MYC;TGFA;GADD45A;FLNB;VEGFC;RASGRP3;FGF19;EREG;AKT3;IL1RAP;MAP3K8;MET;DUSP1;RPS6KA2;TAB2;RASGRF2;TGFB2;EFNA1;FGF2;PLA2G4C;MRAS;TRAF6;RELB;TNF;CSF1;MAP3K13;EGFR;RASA1;RAC2;ELK4;JUN;MYD88;ATF4;RRAS2;CACNG7;BRAF;MAP4K4;SOS2;MAP3K5;RAPGEF2;EPHA2;FLT3LG;MAP4K3;HSPA1L;RPS6KA5;CACNG6;DUSP16;NFKB2;CRKL;MAPK8;MAP3K2;PAK2;TAOK3;KRAS;SOS1;PDGFC;PPM1B;IGF1R;FGF1;STK4;TAOK1;PPP3CC;PPM1A;MAP3K4;PDGFA;INSR
prerank,Apoptosis,0.45840054436893535,1.7443195530630917,0.0,0.007042115136791842,0.234,33/124,12.72%,BCL2A1;BIRC3;NFKB1;CFLAR;GADD45A;CASP7;TRAF1;TNFRSF10B;TNFRSF10A;PARP3;PIK3CD;AKT3;ERN1;NFKBIA;TNF;BCL2L1;CASP10;PMAIP1;ITPR3;CTSS;JUN;ATF4;CTSO;RIPK1;MAP3K5;ITPR2;ITPR1;XIAP;BIRC2;MAPK8;CASP8;PARP4;MCL1
prerank,Base excision repair,-0.560014018261615,-1.74411722988509,0.00398406374501992,0.012321867907940381,0.18,16/33,16.29%,NTHL1;LIG1;POLD1;PCNA;APEX2;POLE4;OGG1;MPG;NEIL2;POLD2;POLE2;FEN1;HMGB1;POLE;SMUG1;APEX1
prerank,Diabetic cardiomyopathy,-0.4267750094365177,-1.7363781519094261,0.0,0.012541901263439317,0.193,60/157,18.13%,MPC2;PIK3R2;NDUFA2;NDUFB11;COX8A;UQCR11;NDUFS7;NDUFC1;NDUFS3;NDUFAB1;PPP1CA;NDUFS6;NDUFB7;PDHB;COX5B;COX5A;UQCRQ;PLCB3;G6PD;CYBA;CYC1;VDAC3;NDUFB2;NDUFA11;NDUFB10;AGT;CTSD;COX6A1;NDUFS8;NDUFB1;NDUFB6;UQCRC1;NDUFA3;AKT1;NDUFA4;NDUFC2;NDUFB8;NDUFA7;NDUFA8;NDUFV3;NDUFA10;MPC1;NDUFA9;PPIF;SLC2A4;SLC25A4;NDUFS5;SLC25A5;NDUFA6;COX7C;TGFB3;COX7B;NDUFB4;COX4I1;NDUFV1;NDUFA13;UQCR10;COX6B1;GAPDH;COX6C
prerank,MicroRNAs in cancer,0.4378966360256287,1.7329121976972466,0.0,0.00796300062333624,0.265,40/164,14.17%,NFKB1;PLAU;PDGFB;ITGA5;VEGFA;MYC;PRKCE;ZEB2;ITGB3;FOXP1;SOX4;PIK3CD;CYP1B1;DDIT4;MET;TGFB2;EFNA1;BMF;ZEB1;TPM1;SLC7A1;EGFR;PLCG2;MMP9;CDKN1A;SOS2;BMPR2;NOTCH2;CDK6;HOXD10;SPRY2;RPS6KA5;RECK;THBS1;CRKL;STAT3;MCL1;KRAS;SOS1;HMGA2
prerank,Adherens junction,0.507797649214627,1.731416156321855,0.001941747572815534,0.0078841026600611,0.266,32/64,26.46%,FYN;SMAD3;MET;CSNK2A2;PTPRJ;PTPRF;PTPRM;EGFR;RAC2;YES1;WASF2;CSNK2A1;SNAI2;WASL;TJP1;TCF7L2;IGF1R;SMAD4;INSR;CREBBP;PARD3;IQGAP1;EP300;TGFBR1;CTNND1;ACTN1;MAP3K7;CTNNA1;WASF1;CTNNA2;CSNK2A3;LMO7
prerank,Ras signaling pathway,0.4374051617485856,1.7293583610029886,0.0,0.008045282832826973,0.276,70/174,23.28%,NFKB1;RASGRP1;PDGFB;ETS1;VEGFA;TGFA;VEGFC;RASGRP3;FGF19;PIK3CD;ABL2;AKT3;MET;RASGRF2;EFNA1;FGF2;PLA2G4C;MRAS;PLD1;CSF1;BCL2L1;EXOC2;GAB2;GAB1;EGFR;RASA1;RAC2;PLCG2;REL;BRAP;RRAS2;SHOC2;SOS2;EPHA2;FLT3LG;RASAL2;RASA3;RAB5A;TBK1;MAPK8;PAK2;KRAS;SOS1;PDGFC;IGF1R;FGF1;HTR7;STK4;RALA;PDGFA;INSR;FOXO4;GNB4;RASA2;NF1;NGFR;PIK3CA;PIK3CB;GNB1;BDNF;PTPN11;IGF2;IKBKB;ABL1;PRKCA;RAP1A;RASGRP2;RELA;GNG2;PIK3R1
prerank,RNA polymerase,-0.5739534577620653,-1.724829543612379,0.005928853754940711,0.013194666884752824,0.22,10/29,13.66%,POLR2F;POLR2I;POLR2L;POLR2E;POLR3K;POLR1C;POLR2C;POLR3H;POLR2J;POLR2H
prerank,Proteoglycans in cancer,0.4338650628455094,1.7247356300181875,0.0,0.008179616843722677,0.285,48/178,14.89%,SDC4;HBEGF;PLAU;TLR2;ITGA5;VEGFA;MYC;ITGA2;FLNB;ITGB3;PIK3CD;AKT3;VAV1;MET;TGFB2;ITGAV;FGF2;PLAUR;MRAS;ANK2;TNF;GAB1;EIF4B;EGFR;PTK2;ITPR3;PLCG2;MMP9;FZD6;RRAS2;BRAF;CDKN1A;SOS2;ITPR2;ITPR1;CBL;DDX5;HOXD10;FRS2;ITGB1;THBS1;STAT3;PPP1R12A;MMP2;KRAS;SOS1;SMAD2;IGF1R
prerank,Prostate cancer,0.47259408448419044,1.723650857503465,0.0,0.00820519184725406,0.29,26/90,14.89%,NFKB1;PLAT;NKX3-1;PLAU;PDGFB;CREB5;TGFA;FOXO1;PIK3CD;AKT3;NFKBIA;ZEB1;CREB1;EGFR;MMP9;ATF4;BRAF;CDKN1A;SOS2;TCF7L2;GSK3B;KRAS;SOS1;PDGFC;TMPRSS2;IGF1R
prerank,Fatty acid degradation,-0.5449944426605989,-1.719982415794256,0.0,0.013621439913855967,0.233,11/36,15.20%,ADH6;ADH1C;ALDH3A2;ACADS;ACAA1;GCDH;ACAT2;ECHS1;ECI1;HADH;ALDH9A1
prerank,Cytosolic DNA-sensing pathway,0.5380276389074808,1.718315690944155,0.0019880715705765406,0.008700764821251507,0.305,11/44,10.35%,IL6;DDX58;NFKB1;IL1B;CCL5;ADAR;NFKBIA;IRF7;CASP1;RIPK1;POLR3D
prerank,Metabolism of xenobiotics by cytochrome P450,-0.5091487773974296,-1.715548775816514,0.0021321961620469083,0.013635596471654613,0.248,17/46,15.98%,ADH6;ADH1C;CBR1;AKR7A2;GSTT1;AKR7L;GSTP1;ALDH3B2;MGST2;GSTO1;ALDH3A1;GSTK1;CYP2C9;HSD11B1L;EPHX1;MGST1;AKR7A3
prerank,Chemokine signaling pathway,0.44742460596774286,1.7150033710670956,0.0,0.008918113338551007,0.318,32/129,14.26%,CXCL3;CCL20;NFKB1;STAT1;CXCL6;CXCL5;CCL5;LYN;STAT2;PIK3CD;AKT3;VAV1;FOXO3;CCL2;NFKBIA;CCL28;PTK2;JAK2;RAC2;CX3CL1;PLCG2;BRAF;PTK2B;SOS2;CXCL2;CRKL;STAT3;GSK3B;KRAS;SOS1;PLCB1;STAT5B
prerank,T cell receptor signaling pathway,0.4824896596715697,1.7145629632675299,0.0019193857965451055,0.008870920569154093,0.318,23/79,13.89%,NFKB1;CSF2;RASGRP1;NCK1;PIK3CD;FYN;AKT3;VAV1;MAP3K8;NFKBIA;TNF;JUN;TEC;SOS2;CARD11;CD8A;DLG1;CBLB;MAPK8;GSK3B;PAK2;KRAS;SOS1
prerank,Spliceosome,-0.432524473285689,-1.7105463552072881,0.0,0.01381931713286369,0.261,45/127,24.20%,SRSF8;HSPA1B;HSPA1A;SRSF2;U2AF2;HNRNPM;CHERP;SNRNP70;SF3B5;LSM7;PRPF31;SNRPB;ALYREF;SRSF1;PRPF19;SNRPA1;SNRNP40;PRPF38A;LSM4;SART1;XAB2;ISY1;SNRPC;LSM2;PUF60;CCDC12;SF3A2;PHF5A;EFTUD2;SNRPD2;LSM5;SNRPE;SNRPG;TXNL4A;PCBP1;FUS;PPIE;LSM3;PRPF6;CWC15;SNRPD3;SNRPA;PQBP1;EIF4A3;SRSF6
prerank,Circadian rhythm,0.5763240156486087,1.6854654619377119,0.007707129094412331,0.01190337271503968,0.408,20/28,30.43%,PRKAG2;BHLHE40;CREB1;PRKAB2;BHLHE41;ARNTL;FBXW11;BTRC;NPAS2;CRY1;NR1D1;RORA;FBXL3;PRKAA2;CSNK1E;CLOCK;PER1;PRKAB1;PRKAA1;CRY2
prerank,Pancreatic cancer,0.4687832010615703,1.683437694925286,0.00196078431372549,0.011848638166665638,0.413,31/76,21.61%,NFKB1;STAT1;VEGFA;TGFA;GADD45A;PIK3CD;SMAD3;AKT3;TGFB2;JAK1;PLD1;BCL2L1;EGFR;RAC2;BRAF;CDKN1A;CDK6;POLK;MAPK8;STAT3;KRAS;SMAD2;RALA;SMAD4;ARHGEF6;PIK3CA;E2F3;PIK3CB;TGFBR1;IKBKB;RPS6KB1
prerank,Insulin resistance,0.4498849417266664,1.6709862713893637,0.0018552875695732839,0.013173341796646311,0.456,19/98,7.33%,IL6;NFKB1;CREB5;PRKCE;GFPT1;PPP1R3B;FOXO1;PIK3CD;PCK2;AKT3;RPS6KA2;GFPT2;NFKBIA;TNF;PRKAG2;CREB1;PTPRF;OGT;PRKAB2
prerank,Neurotrophin signaling pathway,0.44028435687751094,1.6688858781875089,0.001851851851851852,0.013305162320685928,0.461,27/111,13.89%,IRAK2;NFKB1;PSEN1;ZNF274;PIK3CD;IRAK3;AKT3;RPS6KA2;SH2B3;FOXO3;TRAF6;NFKBIA;PRDM4;GAB1;PLCG2;JUN;ATF4;BRAF;SOS2;MAP3K5;FRS2;RPS6KA5;CRKL;MAPK8;GSK3B;KRAS;SOS1
prerank,Mitophagy,0.4877845383471855,1.6687286960215768,0.001876172607879925,0.013103568952190685,0.461,26/65,16.26%,OPTN;CALCOCO2;FOXO3;MRAS;BCL2L1;CSNK2A2;BNIP3L;CITED2;TAX1BP1;USP15;CSNK2A1;JUN;ATF4;NBR1;RRAS2;BCL2L13;GABARAPL1;ULK1;MITF;TBK1;MAPK8;KRAS;USP8;EIF2AK3;RHOT1;TBC1D15
prerank,Terpenoid backbone biosynthesis,-0.5952699570346822,-1.6560704242376632,0.012121212121212121,0.025292255179456567,0.428,10/21,24.29%,MVK;MVD;PMVK;ICMT;ACAT2;IDI1;RCE1;PDSS1;ACAT1;HMGCR
prerank,Acute myeloid leukemia,0.4896802035046376,1.6560206364847012,0.0019342359767891683,0.014548534343608362,0.504,16/56,14.26%,BCL2A1;NFKB1;CSF2;MYC;STAT5A;PIK3CD;AKT3;RUNX1;BRAF;SOS2;PML;TCF7L2;STAT3;KRAS;SOS1;STAT5B
prerank,Shigellosis,0.4043044333160164,1.6474246601128049,0.0,0.015755609875105717,0.538,76/207,23.28%,NFKB1;CSF2;IL1B;TNIP1;ITGA5;CYTH1;HK2;PRKCE;CCL5;MYL12A;FOXO1;CALCOCO2;PIK3CD;AKT3;TAB2;FOXO3;TRAF6;NFKBIA;TNF;BCL2L1;EGFR;NLRP3;PTK2;ITPR3;CASP1;WASF2;PLCG2;WIPI1;ARHGEF2;JUN;MYD88;WASL;TAB3;RIPK1;C3;ATG12;ITPR2;ITPR1;GABARAPL1;RPS6KA5;ITGB1;CRKL;RRAGC;TBK1;MAPK8;GSK3B;TRAF5;PLCB1;ATG14;FNBP1;ROCK1;FOXO4;FBXW11;RIPK2;PLCB4;FNBP1L;BTRC;PIK3C3;ATM;PIK3CA;NOD1;DOCK1;ATG5;PIK3CB;ROCK2;IKBKB;RPS6KB1;HKDC1;BCL10;PRKCD;ACTN1;CYTH3;RELA;MAP3K7;CYTH4;PIK3R1
prerank,Yersinia infection,0.429688437417301,1.6424235117323385,0.0,0.016350020332135912,0.553,46/125,20.80%,IL6;NFKB1;IL1B;ITGA5;ARHGEF28;PIK3CD;AKT3;VAV1;RPS6KA2;TAB2;CCL2;TRAF6;NFKBIA;TNF;PIP5K1A;NLRP3;PTK2;RAC2;CASP1;WASF2;JUN;MYD88;WASL;PTK2B;SKAP2;CD8A;ITGB1;CRKL;TBK1;MAPK8;GSK3B;WIPF1;ITGA4;WIPF2;FN1;ROCK1;ARHGEF7;WIPF3;TICAM1;MAP2K4;PIK3CA;PKN2;DOCK1;PIK3CB;PKN1;ROCK2
prerank,Renal cell carcinoma,0.47797052692366504,1.6389060649488507,0.007707129094412331,0.01670312875533836,0.564,21/63,13.91%,PDGFB;ETS1;VEGFA;TGFA;PIK3CD;AKT3;MET;TGFB2;GAB1;ARNT;JUN;BRAF;CDKN1A;SOS2;CRKL;EGLN3;EPAS1;PAK2;KRAS;SOS1;SLC2A1
prerank,Amyotrophic lateral sclerosis,-0.3741571083495275,-1.637344906895638,0.0,0.02837880202547519,0.475,101/303,20.60%,PSMB3;NDUFA2;NDUFB11;COX8A;UQCR11;NDUFS7;NDUFC1;PSMD3;MAP2K6;NDUFS3;NDUFAB1;NDUFS6;NDUFB7;DCTN3;COX5B;GPX1;TOMM40;BAD;COX5A;UQCRQ;WIPI2;CYC1;TUBB4A;NDUFB2;NDUFA11;ALYREF;NDUFB10;TUBB4B;BAX;SIGMAR1;COX6A1;NDUFS8;PSMC4;NXF1;NDUFB1;NDUFB6;UQCRC1;NDUFA3;PSMD9;NDUFA4;NDUFC2;NUP85;ADRM1;PSMA1;NDUFB8;GRIN2C;PSMA7;PFN1;NDUFA7;NDUFA8;NDUFV3;VCP;NDUFA10;PSMB4;CHCHD10;TUBA1C;PSMD6;ACTR1B;NDUFA9;PSMC3;ATG2A;PSMB5;NUP188;ACTB;SEC13;NDUFS5;NDUFA6;COX7C;PSMB1;GPX3;CCS;TUBB;COX7B;PSMD13;NDUFB4;TNFRSF1A;COX4I1;NRG4;NDUFV1;TUBA1B;TUBA4A;GPX2;NDUFA13;UQCR10;COX6B1;SOD1;COX6C;TUBB3;ACTR1A;PSMC5;SDHA;TUBB6;MAPK12;CAT;PSMA3;PSMB6;PSMB2;BID;UQCRFS1;KLC2;FUS
prerank,Folate biosynthesis,-0.5990169317337645,-1.6216247808558877,0.013779527559055118,0.031208064254932333,0.521,9/19,18.52%,CBR1;SPR;QDPR;MOCS2;PTS;FPGS;GGH;DHFR;PCBD1
prerank,Complement and coagulation cascades,0.48316804073543324,1.6201149757209963,0.0056179775280898875,0.019938375670584898,0.635,15/52,15.49%,PLAT;SERPINE1;PLAU;C1R;CFB;C1S;PLAUR;CD55;F3;C3;F2R;THBD;SERPING1;BDKRB2;CD59
prerank,Biosynthesis of unsaturated fatty acids,-0.5659439865185725,-1.613979896809585,0.012195121951219513,0.03202985549933366,0.542,10/23,20.38%,TECR;ELOVL3;ACAA1;ACOT7;BAAT;FADS2;ELOVL6;ACOT2;ACOT1;SCD
prerank,Pathogenic Escherichia coli infection,0.4040660388763511,1.6121039578722935,0.0018018018018018018,0.021188068372065313,0.662,40/175,13.55%,IL6;NFKB1;CLDN1;IL1B;CYTH1;CASP7;NCK1;TNFRSF10B;TNFRSF10A;OCLN;FYN;MYO5B;TAB2;TRAF6;NFKBIA;TNF;MYO1D;NLRP3;CASP1;WASF2;ARHGEF2;JUN;MYD88;WASL;TAB3;BAIAP2L1;RIPK1;TJP1;MYO1B;MYO1E;SEC24A;ITGB1;MYH9;TUBB2B;MAPK8;CASP8;CLDN16;WIPF1;F2R;PAK2
prerank,Fatty acid elongation,-0.5709273873481937,-1.6120447058653766,0.015873015873015872,0.031306919820446345,0.548,10/22,19.09%,TECR;ELOVL3;ACOT7;PPT2;ECHS1;HADH;ELOVL6;ACOT2;ACOT1;MECR
