"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0097529","myeloid leukocyte migration","12/168","172/12916",0.0697674418604651,5.36378737541528,6.61387133994865,2.47496912373267e-06,9.96826379966541e-05,7.12324908464889e-05,"CCL5/CXCL3/CXCL5/CXCL6/GREM1/IL1B/IL6/PDGFB/SERPINE1/TNFAIP6/TREM1/VEGFA",12
"GO:0070374","positive regulation of ERK1 and ERK2 cascade","11/168","143/12916",0.0769230769230769,5.91391941391941,6.78313423027337,2.55004280271781e-06,0.000101372480767782,7.24400402467206e-05,"AKAP12/BMPER/FGF19/ICAM1/IL1B/INHBA/ITGB3/PDGFB/SEMA7A/TNF/VEGFA",11
"GO:0050688","regulation of defense response to virus","7/168","48/12916",0.145833333333333,11.2118055555556,8.13670270122591,2.61262600541323e-06,0.000102528823109871,7.32663541059204e-05,"APOBEC3G/DTX3L/HERC5/IL1B/PARP9/STAT1/TNFAIP3",7
"GO:1904018","positive regulation of vasculature development","11/168","144/12916",0.0763888888888889,5.87285052910053,6.75018537640435,2.73022874887783e-06,0.000105787724054621,7.55951411081696e-05,"ADM2/BMPER/CCBE1/ETS1/FUT1/GREM1/IL1A/IL1B/ITGB3/SERPINE1/VEGFA",11
"GO:0050691","regulation of defense response to virus by host","6/168","32/12916",0.1875,14.4151785714286,8.7222174122183,3.03212828466926e-06,0.000115992055578806,8.28870824782952e-05,"APOBEC3G/DTX3L/IL1B/PARP9/STAT1/TNFAIP3",6
"GO:0002252","immune effector process","20/168","470/12916",0.0425531914893617,3.27152988855117,5.75881735713008,3.06937487810626e-06,0.000115992055578806,8.28870824782952e-05,"C1R/C1S/CD274/CXCL6/DDX60/ICAM1/IL1B/IL6/IL7R/IRF7/NFKBIZ/NLRP3/PTX3/RAET1L/RASGRP1/SEMA7A/TNF/TNFRSF1B/TREM1/ULBP1",20
"GO:0002757","immune response-activating signaling pathway","19/168","431/12916",0.0440835266821346,3.38918351563363,5.79128169538096,3.30816583309972e-06,0.000123103483096285,8.79688570553417e-05,"BIRC3/CD274/DDX60/GBP1/GBP5/IFI16/IFIH1/IRAK2/IRF7/NFKBIZ/NLRP1/NLRP3/OAS1/OAS3/THEMIS2/TLR2/TNF/TNFAIP3/TNIP3",19
"GO:0002703","regulation of leukocyte mediated immunity","12/168","177/12916",0.0677966101694915,5.21226795803067,6.4776245699365,3.33799055765818e-06,0.000123103483096285,8.79688570553417e-05,"CD274/CXCL6/ICAM1/IL1B/IL6/IL7R/NLRP3/RAET1L/RASGRP1/TNF/TNFRSF1B/ULBP1",12
"GO:0002753","cytoplasmic pattern recognition receptor signaling pathway","12/168","181/12916",0.0662983425414365,5.09707971586425,6.37228285988315,4.20932024747558e-06,0.000153389634256223,0.000109611121231256,"BIRC3/DDX60/GBP5/IFI16/IFIH1/IRF7/NLRP1/NLRP3/OAS1/OAS3/TNF/TNFAIP3",12
"GO:1903034","regulation of response to wounding","11/168","151/12916",0.0728476821192053,5.60059918006938,6.52789680720396,4.33533229382402e-06,0.000156122966487004,0.000111564340638592,"C1QTNF1/DUOX2/FAP/HBEGF/PDGFB/PHLDB2/PLAT/PLAU/SERPINE1/TNF/TNFAIP3",11
"GO:0006953","acute-phase response","6/168","34/12916",0.176470588235294,13.5672268907563,8.42302492434999,4.40420115883712e-06,0.000156758834269772,0.000112018727148881,"IL1A/IL1B/IL6/SAA2/SAA4/TNF",6
"GO:0002709","regulation of T cell mediated immunity","8/168","74/12916",0.108108108108108,8.31145431145431,7.24075939212702,5.03827467737714e-06,0.000177266192959212,0.000126673137079125,"CD274/IL1B/IL6/IL7R/NLRP3/RAET1L/TNFRSF1B/ULBP1",8
"GO:0019058","viral life cycle","14/168","252/12916",0.0555555555555556,4.27116402116402,6.02002034579484,5.23763995252463e-06,0.000182186544257703,0.000130189184465863,"APOBEC3G/CCL5/GBP5/ICAM1/IFI16/IFIH1/IFIT1/ITGA2/ITGB3/LAMP3/MX1/OAS1/OAS3/TNF",14
"GO:0032621","interleukin-18 production","4/168","10/12916",0.4,30.752380952381,10.8045507675884,5.45680233460059e-06,0.000183552438969367,0.000131165242930018,"GBP5/NLRP3/TLR2/TNF",4
"GO:0032661","regulation of interleukin-18 production","4/168","10/12916",0.4,30.752380952381,10.8045507675884,5.45680233460059e-06,0.000183552438969367,0.000131165242930018,"GBP5/NLRP3/TLR2/TNF",4
"GO:0032741","positive regulation of interleukin-18 production","4/168","10/12916",0.4,30.752380952381,10.8045507675884,5.45680233460059e-06,0.000183552438969367,0.000131165242930018,"GBP5/NLRP3/TLR2/TNF",4
"GO:0002822","regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","11/168","155/12916",0.0709677419354839,5.45606758832565,6.407020048049,5.58177238977314e-06,0.000185715274837995,0.000132710789770579,"CD274/IL1B/IL6/IL7R/NFKBIZ/NLRP3/RAET1L/TNF/TNFAIP3/TNFRSF1B/ULBP1",11
"GO:0019079","viral genome replication","9/168","100/12916",0.09,6.91928571428571,6.821405586065,5.94033581315905e-06,0.00019552008520516,0.000139717236216689,"APOBEC3G/CCL5/IFI16/IFIH1/IFIT1/MX1/OAS1/OAS3/TNF",9
"GO:0002526","acute inflammatory response","8/168","76/12916",0.105263157894737,8.09273182957394,7.11899426098387,6.16596224871698e-06,0.000199050066669094,0.000142239735393792,"IL1A/IL1B/IL6/NLRP3/SAA2/SAA4/TNF/VNN1",8
"GO:0051249","regulation of lymphocyte activation","18/168","409/12916",0.0440097799511002,3.38351379671673,5.62320048718718,6.24017812527862e-06,0.000199050066669094,0.000142239735393792,"CCL5/CD274/IKZF3/IL1A/IL1B/IL6/IL7R/INHBA/LST1/NFKBIZ/NLRP3/PRDM1/RASGRP1/THEMIS2/TNFAIP3/TNFRSF1B/TNFRSF9/VNN1",18
"GO:0032728","positive regulation of interferon-beta production","6/168","36/12916",0.166666666666667,12.8134920634921,8.14802647482334,6.2426678863878e-06,0.000199050066669094,0.000142239735393792,"ARRDC4/IFIH1/IRF7/OAS1/OAS3/TLR2",6
"GO:0002764","immune response-regulating signaling pathway","19/168","452/12916",0.0420353982300885,3.2317214496418,5.54448615723713,6.57822174540274e-06,0.000207586976934822,0.000148340149614182,"BIRC3/CD274/DDX60/GBP1/GBP5/IFI16/IFIH1/IRAK2/IRF7/NFKBIZ/NLRP1/NLRP3/OAS1/OAS3/THEMIS2/TLR2/TNF/TNFAIP3/TNIP3",19
"GO:0002694","regulation of leukocyte activation","19/168","454/12916",0.0418502202643172,3.21748479127334,5.52173451047434,7.00712492694801e-06,0.000218865402054978,0.000156399630485478,"CCL5/CD274/IKZF3/IL1A/IL1B/IL6/IL7R/INHBA/LST1/NFKBIZ/NLRP3/PRDM1/RASGRP1/THEMIS2/TNF/TNFAIP3/TNFRSF1B/TNFRSF9/VNN1",19
"GO:0002697","regulation of immune effector process","15/168","296/12916",0.0506756756756757,3.89599420849421,5.78621658531971,7.31378717631849e-06,0.000226136389360716,0.000161595425331099,"CD274/CXCL6/DDX60/ICAM1/IL1B/IL6/IL7R/NFKBIZ/NLRP3/RAET1L/RASGRP1/SEMA7A/TNF/TNFRSF1B/ULBP1",15
"GO:0042060","wound healing","17/168","376/12916",0.0452127659574468,3.47600050658561,5.59341061331398,8.05411059373835e-06,0.000246536325274331,0.000176173071724087,"C1QTNF1/DUOX2/EREG/FAP/HBEGF/IL1A/IL6/ITGA2/ITGB3/PDGFB/PHLDB2/PLAT/PLAU/SERPINE1/TNF/TNFAIP3/VEGFA",17
"GO:0002706","regulation of lymphocyte mediated immunity","10/168","133/12916",0.075187969924812,5.78052273540995,6.36158937029237,9.04040193414932e-06,0.000273986834855753,0.000195789006974073,"CD274/IL1B/IL6/IL7R/NLRP3/RAET1L/RASGRP1/TNF/TNFRSF1B/ULBP1",10
"GO:0034341","response to type II interferon","9/168","108/12916",0.0833333333333333,6.40674603174603,6.47721043950997,1.11774560351858e-05,0.000335433263957878,0.000239698179990877,"CCL5/GBP1/GBP3/GBP5/PARP14/PARP9/STAT1/TLR2/TNF",9
"GO:0060759","regulation of response to cytokine stimulus","11/168","167/12916",0.0658682634730539,5.06401482748788,6.06814957875094,1.13842484110525e-05,0.000338322178507103,0.000241762577395677,"CCL5/IFIH1/IL6/IRAK2/IRF7/OAS1/OAS3/PARP14/PARP9/TLR2/TNFAIP3",11
"GO:0033628","regulation of cell adhesion mediated by integrin","6/168","40/12916",0.15,11.5321428571429,7.65838281871766,1.1783901993506e-05,0.000346831961558865,0.000247843606705522,"CCL5/ITGB3/LIF/PLAU/PODXL/SERPINE1",6
"GO:0044703","multi-organism reproductive process","11/168","168/12916",0.0654761904761905,5.03387188208617,6.04138527693689,1.20464280610445e-05,0.00035118205995102,0.000250952155497247,"CBS/CYP1A1/DDO/IL1B/ITGA2/ITGB3/LIF/MAFF/PRDM1/STC2/VEGFA",11
"GO:0071360","cellular response to exogenous dsRNA","4/168","12/12916",0.333333333333333,25.6269841269841,9.79761782637148,1.26030134561281e-05,0.000363941737634038,0.00026007012871732,"IFIH1/IFIT1/OAS1/OAS3",4
"GO:1903035","negative regulation of response to wounding","8/168","85/12916",0.0941176470588235,7.23585434173669,6.62149402337217,1.42517324493979e-05,0.000404305369705536,0.000288913687734694,"C1QTNF1/FAP/PDGFB/PHLDB2/PLAT/PLAU/SERPINE1/TNF",8
"GO:0070663","regulation of leukocyte proliferation","12/168","204/12916",0.0588235294117647,4.52240896358543,5.82141737726598,1.42649395387775e-05,0.000404305369705536,0.000288913687734694,"CCL5/CD274/CSF2/GREM1/IKZF3/IL1A/IL1B/IL6/LST1/TNFAIP3/TNFRSF1B/TNFRSF9",12
"GO:0010743","regulation of macrophage derived foam cell differentiation","5/168","25/12916",0.2,15.3761904761905,8.25945396900017,1.5095370059041e-05,0.000423916768355271,0.000302927851112383,"ABCA1/CSF2/IL1B/ITGB3/TNF",5
"GO:0070269","pyroptotic inflammatory response","6/168","42/12916",0.142857142857143,10.9829931972789,7.43891312226896,1.57620781376394e-05,0.000438039998857088,0.000313020209296937,"GBP1/GBP3/GBP5/NLRP1/NLRP3/ZEB2",6
"GO:0044706","multi-multicellular organism process","11/168","173/12916",0.0635838150289017,4.88838425543628,5.91067669395264,1.58844952215409e-05,0.000438039998857088,0.000313020209296937,"CBS/CYP1A1/DDO/IL1B/ITGA2/ITGB3/LIF/MAFF/PRDM1/STC2/VEGFA",11
"GO:0097191","extrinsic apoptotic signaling pathway","12/168","207/12916",0.0579710144927536,4.45686680469289,5.75563106316894,1.65145858167779e-05,0.000451349528438903,0.000322531102699854,"BCL2A1/CSF2/ICAM1/IL1A/IL1B/INHBA/NFKBIZ/SERPINE1/TNF/TNFAIP3/TNFRSF1B/TRAF1",12
"GO:1900748","positive regulation of vascular endothelial growth factor signaling pathway","4/168","13/12916",0.307692307692308,23.6556776556777,9.38175750130915,1.80199199452963e-05,0.000488132521704001,0.000348815963170245,"CCBE1/GREM1/ITGB3/VEGFA",4
"GO:0071621","granulocyte chemotaxis","8/168","88/12916",0.0909090909090909,6.98917748917749,6.47157312406215,1.84167746261829e-05,0.000494506553778474,0.000353370800306631,"CCL5/CXCL3/CXCL5/CXCL6/IL1B/TNFAIP6/TREM1/VEGFA",8
"GO:0002687","positive regulation of leukocyte migration","9/168","115/12916",0.0782608695652174,6.0167701863354,6.2034315851678,1.85949437557519e-05,0.000494948894229188,0.000353686893587666,"CCL20/CCL5/ICAM1/IL6/ITGA2/ITGB3/SERPINE1/TNF/VEGFA",9
"GO:0002685","regulation of leukocyte migration","11/168","177/12916",0.0621468926553672,4.77791229486145,5.80967254412296,1.96791022146876e-05,0.000519290792061714,0.000371081437405816,"CCL20/CCL5/GREM1/ICAM1/IL6/ITGA2/ITGB3/SERPINE1/TNF/TNFAIP6/VEGFA",11
"GO:0043410","positive regulation of MAPK cascade","16/168","362/12916",0.0441988950276243,3.3980531439095,5.3125477332666,1.99364383500259e-05,0.00052158493837119,0.000372720817735976,"ADRB2/AKAP12/BMPER/C1QTNF1/FGF19/ICAM1/IL1B/IL6/INHBA/ITGB3/LIF/PDGFB/RASGRP1/SEMA7A/TNF/VEGFA",16
"GO:0009611","response to wounding","19/168","492/12916",0.0386178861788618,2.96897986837011,5.11180083406142,2.1705227368121e-05,0.000563048313337444,0.000402350245057587,"C1QTNF1/DUOX2/EREG/FAP/HBEGF/IL1A/IL6/ITGA2/ITGB3/NFKBIZ/PDGFB/PHLDB2/PLAT/PLAU/SERPINE1/SOD2/TNF/TNFAIP3/VEGFA",19
"GO:0060055","angiogenesis involved in wound healing","5/168","27/12916",0.185185185185185,14.2372134038801,7.90404964458452,2.24594256545751e-05,0.000577716822929869,0.000412832255729386,"ITGB3/SERPINE1/TNF/TNFAIP3/VEGFA",5
"GO:0032731","positive regulation of interleukin-1 beta production","6/168","45/12916",0.133333333333333,10.2507936507936,7.13608351602437,2.36971509659097e-05,0.000604474825888746,0.000431953330764564,"GBP5/IFI16/IL6/NLRP1/NLRP3/TNF",6
"GO:0097696","cell surface receptor signaling pathway via STAT","9/168","119/12916",0.0756302521008403,5.81452581032413,6.05694644531049,2.44675219415489e-05,0.000618967641843645,0.000442309792036003,"CCL5/CSF2/IL6/IL7R/LIF/PARP14/PARP9/STAT1/TNF",9
"GO:0071356","cellular response to tumor necrosis factor","11/168","182/12916",0.0604395604395604,4.64665096807954,5.68759007406643,2.55079032418984e-05,0.000639997473962714,0.000457337557693399,"AKAP12/BIRC3/CCL5/GBP1/GBP3/NKX3-1/STAT1/TNF/TNFAIP3/TNFRSF1B/TRAF1",11
"GO:0033002","muscle cell proliferation","11/168","183/12916",0.0601092896174863,4.62125943273484,5.66370511642713,2.68376334173586e-05,0.000667885649432412,0.000477266245815971,"CCL5/EREG/HBEGF/IL6/ITGA2/ITGB3/PDGFB/SOD2/STAT1/TNF/TNFAIP3",11
"GO:0150077","regulation of neuroinflammatory response","5/168","28/12916",0.178571428571429,13.7287414965986,7.74020632183238,2.70558054654097e-05,0.000667885649432412,0.000477266245815971,"CCL5/IL1B/IL6/TNF/TNFRSF1B",5
"GO:0014909","smooth muscle cell migration","7/168","68/12916",0.102941176470588,7.91421568627451,6.56236578428815,2.76569763116419e-05,0.000677264035919488,0.00048396797284709,"CCL5/ITGA2/ITGB3/PDGFB/PLAT/PLAU/SERPINE1",7
"GO:0030195","negative regulation of blood coagulation","6/168","47/12916",0.127659574468085,9.81458966565349,6.94959421829522,3.05758245384299e-05,0.000736949597733339,0.000526618842858329,"C1QTNF1/FAP/PDGFB/PLAT/PLAU/SERPINE1",6
"GO:1900047","negative regulation of hemostasis","6/168","47/12916",0.127659574468085,9.81458966565349,6.94959421829522,3.05758245384299e-05,0.000736949597733339,0.000526618842858329,"C1QTNF1/FAP/PDGFB/PLAT/PLAU/SERPINE1",6
"GO:0010742","macrophage derived foam cell differentiation","5/168","29/12916",0.172413793103448,13.2553366174056,7.58453828559713,3.23504274865417e-05,0.000773630144814877,0.000552830496028238,"ABCA1/CSF2/IL1B/ITGB3/TNF",5
"GO:0051917","regulation of fibrinolysis","4/168","15/12916",0.266666666666667,20.5015873015873,8.67530439714006,3.37085192589688e-05,0.000788847965269229,0.000563705040261854,"FAP/PLAT/PLAU/SERPINE1",4
"GO:0150078","positive regulation of neuroinflammatory response","4/168","15/12916",0.266666666666667,20.5015873015873,8.67530439714006,3.37085192589688e-05,0.000788847965269229,0.000563705040261854,"CCL5/IL1B/IL6/TNF",4
"GO:1903706","regulation of hemopoiesis","15/168","337/12916",0.0445103857566766,3.42200084781687,5.17186287256952,3.37599096537958e-05,0.000788847965269229,0.000563705040261854,"ETS1/IKZF3/IL7R/INHBA/IRF7/LIF/LOX/NFKBIZ/NLRP3/PRDM1/RASGRP1/STAT1/TNF/TNFAIP6/VNN1",15
"GO:0070613","regulation of protein processing","6/168","48/12916",0.125,9.61011904761905,6.86048892446104,3.45705671860037e-05,0.000801670501184526,0.000572867931519264,"CCBE1/CHAC1/PLAT/PLAU/RPS6KA2/SERPINE1",6
"GO:0032611","interleukin-1 beta production","7/168","71/12916",0.0985915492957746,7.57981220657277,6.38199467413399,3.67203963876386e-05,0.000838814427929565,0.000599410712439223,"GBP5/IFI16/IL6/NLRP1/NLRP3/TNF/TNFAIP3",7
"GO:0032651","regulation of interleukin-1 beta production","7/168","71/12916",0.0985915492957746,7.57981220657277,6.38199467413399,3.67203963876386e-05,0.000838814427929565,0.000599410712439223,"GBP5/IFI16/IL6/NLRP1/NLRP3/TNF/TNFAIP3",7
"GO:0090077","foam cell differentiation","5/168","30/12916",0.166666666666667,12.8134920634921,7.43636462817972,3.84145055413554e-05,0.000864608834280065,0.000617843208319942,"ABCA1/CSF2/IL1B/ITGB3/TNF",5
"GO:2000352","negative regulation of endothelial cell apoptotic process","5/168","30/12916",0.166666666666667,12.8134920634921,7.43636462817972,3.84145055413554e-05,0.000864608834280065,0.000617843208319942,"FUT1/ICAM1/ITGB3/SERPINE1/TNFAIP3",5
"GO:0050819","negative regulation of coagulation","6/168","49/12916",0.122448979591837,9.41399416909621,6.77395667995534,3.89736756791171e-05,0.000870791396012974,0.000622261222137575,"C1QTNF1/FAP/PDGFB/PLAT/PLAU/SERPINE1",6
"GO:2000351","regulation of endothelial cell apoptotic process","6/168","50/12916",0.12,9.22571428571428,6.68986983671373,4.38154011234272e-05,0.000965840100064248,0.000690182337362578,"FUT1/ICAM1/ITGB3/SERPINE1/TNF/TNFAIP3",6
"GO:0033630","positive regulation of cell adhesion mediated by integrin","4/168","16/12916",0.25,19.2202380952381,8.37143679767964,4.44898575985165e-05,0.000965840100064248,0.000690182337362578,"CCL5/ITGB3/LIF/PODXL",4
"GO:0050665","hydrogen peroxide biosynthetic process","4/168","16/12916",0.25,19.2202380952381,8.37143679767964,4.44898575985165e-05,0.000965840100064248,0.000690182337362578,"CYP1A1/DUOX2/DUOXA2/SOD2",4
"GO:0071359","cellular response to dsRNA","4/168","16/12916",0.25,19.2202380952381,8.37143679767964,4.44898575985165e-05,0.000965840100064248,0.000690182337362578,"IFIH1/IFIT1/OAS1/OAS3",4
"GO:0046651","lymphocyte proliferation","12/168","230/12916",0.0521739130434783,4.0111801242236,5.28955476982212,4.67102117023134e-05,0.0010069011128224,0.000719524239565658,"CCL5/CD274/IKZF3/IL1A/IL1B/IL6/IL7R/LST1/NFKBIZ/RASGRP1/TNFRSF1B/TNFRSF9",12
"GO:0002224","toll-like receptor signaling pathway","7/168","74/12916",0.0945945945945946,7.27252252252252,6.21187310110527,4.80925112052664e-05,0.00102944878880644,0.000735636645451186,"BIRC3/CD274/IRAK2/IRF7/NFKBIZ/TLR2/TNIP3",7
"GO:1903039","positive regulation of leukocyte cell-cell adhesion","12/168","232/12916",0.0517241379310345,3.97660098522167,5.25191048989359,5.08062973226561e-05,0.00107998663961563,0.000771750627459645,"CCL5/CD274/ETS1/IL1A/IL1B/IL6/IL7R/NFKBIZ/NLRP3/RASGRP1/TNF/VNN1",12
"GO:0071706","tumor necrosis factor superfamily cytokine production","9/168","131/12916",0.0687022900763359,5.28189749182116,5.65460621888667,5.23601295004793e-05,0.00109776956439019,0.000784458176654622,"AKAP12/CD274/IFIH1/IL1A/IL6/OAS1/OAS3/TLR2/TNFAIP3",9
"GO:1903555","regulation of tumor necrosis factor superfamily cytokine production","9/168","131/12916",0.0687022900763359,5.28189749182116,5.65460621888667,5.23601295004793e-05,0.00109776956439019,0.000784458176654622,"AKAP12/CD274/IFIH1/IL1A/IL6/OAS1/OAS3/TLR2/TNFAIP3",9
"GO:0034612","response to tumor necrosis factor","11/168","198/12916",0.0555555555555556,4.27116402116402,5.3248370781426,5.52829311450683e-05,0.00115116362064663,0.000822613182380609,"AKAP12/BIRC3/CCL5/GBP1/GBP3/NKX3-1/STAT1/TNF/TNFAIP3/TNFRSF1B/TRAF1",11
"GO:0032481","positive regulation of type I interferon production","7/168","76/12916",0.0921052631578947,7.08114035087719,6.10365713780732,5.71664100241762e-05,0.00118234041272975,0.000844891892106957,"ARRDC4/IFIH1/IRF7/OAS1/OAS3/STAT1/TLR2",7
"GO:0010810","regulation of cell-substrate adhesion","11/168","199/12916",0.0552763819095477,4.24970088537928,5.30344916049331,5.78676738807931e-05,0.0011888117432826,0.000849516258031,"ABI3BP/ECM2/FUT1/GBP1/GREM1/ITGB3/PDGFB/PHLDB2/PLAU/SERPINE1/VEGFA",11
"GO:0032732","positive regulation of interleukin-1 production","6/168","53/12916",0.113207547169811,8.70350404312669,6.45113207762273,6.12953396277759e-05,0.00122506522068918,0.00087542273030558,"GBP5/IFI16/IL6/NLRP1/NLRP3/TNF",6
"GO:1903317","regulation of protein maturation","6/168","53/12916",0.113207547169811,8.70350404312669,6.45113207762273,6.12953396277759e-05,0.00122506522068918,0.00087542273030558,"CCBE1/CHAC1/PLAT/PLAU/RPS6KA2/SERPINE1",6
"GO:0014002","astrocyte development","5/168","33/12916",0.151515151515152,11.6486291486291,7.03109535331341,6.19918716764678e-05,0.00122506522068918,0.00087542273030558,"IL1B/IL6/TNF/TSPAN2/ZEB2",5
"GO:0032602","chemokine production","7/168","77/12916",0.0909090909090909,6.98917748917749,6.05100853430186,6.22025056421283e-05,0.00122506522068918,0.00087542273030558,"CXCL6/IL1B/IL6/OAS1/OAS3/TLR2/TNF",7
"GO:0032642","regulation of chemokine production","7/168","77/12916",0.0909090909090909,6.98917748917749,6.05100853430186,6.22025056421283e-05,0.00122506522068918,0.00087542273030558,"CXCL6/IL1B/IL6/OAS1/OAS3/TLR2/TNF",7
"GO:0022409","positive regulation of cell-cell adhesion","13/168","275/12916",0.0472727272727273,3.63437229437229,5.06913199824313,6.23449364176153e-05,0.00122506522068918,0.00087542273030558,"CCL5/CD274/ETS1/IL1A/IL1B/IL6/IL7R/NFKBIZ/NLRP3/PODXL/RASGRP1/TNF/VNN1",13
"GO:0032943","mononuclear cell proliferation","12/168","237/12916",0.0506329113924051,3.89270644966848,5.15960974938575,6.24339021324769e-05,0.00122506522068918,0.00087542273030558,"CCL5/CD274/IKZF3/IL1A/IL1B/IL6/IL7R/LST1/NFKBIZ/RASGRP1/TNFRSF1B/TNFRSF9",12
"GO:0036293","response to decreased oxygen levels","13/168","276/12916",0.0471014492753623,3.62120427881297,5.05315582664135,6.46967356919283e-05,0.00126138030543307,0.000901373226737024,"CBS/CYP1A1/INHBA/ITGA2/LIF/NKX3-1/PLAT/PLAU/SOD2/STC2/TNF/VEGFA/ZEB2",13
"GO:0030856","regulation of epithelial cell differentiation","9/168","135/12916",0.0666666666666667,5.12539682539682,5.53134842024961,6.62260674268844e-05,0.00128302526831451,0.000916840560380185,"IL1B/LIF/MAFF/SERPINE1/STAT1/TNF/VEGFA/XDH/ZEB2",9
"GO:0031667","response to nutrient levels","17/168","446/12916",0.0381165919282511,2.93043988896007,4.76289825502291,7.08113016226654e-05,0.00136103285233603,0.000972584214705989,"ABCA1/ADRB2/ASNS/CBS/CHAC1/CYP1A1/FUT1/IFI16/INHBA/ITGA2/MAF/NFKBIZ/SOD2/STAT1/STC2/TNF/ZEB2",17
"GO:0045429","positive regulation of nitric oxide biosynthetic process","5/168","34/12916",0.147058823529412,11.3060224089636,6.90748121094722,7.19207803864042e-05,0.00136103285233603,0.000972584214705989,"IL1B/PTX3/SOD2/STAT1/TNF",5
"GO:0002573","myeloid leukocyte differentiation","11/168","204/12916",0.053921568627451,4.14554154995331,5.1985758692742,7.24075602493664e-05,0.00136103285233603,0.000972584214705989,"CSF2/DHRS2/IFI16/INHBA/IRF7/LIF/TLR2/TNF/TNFAIP6/TSPAN2/VEGFA",11
"GO:0010955","negative regulation of protein processing","4/168","18/12916",0.222222222222222,17.0846560846561,7.83912634998064,7.32961705270324e-05,0.00136103285233603,0.000972584214705989,"CHAC1/PLAT/PLAU/SERPINE1",4
"GO:0048143","astrocyte activation","4/168","18/12916",0.222222222222222,17.0846560846561,7.83912634998064,7.32961705270324e-05,0.00136103285233603,0.000972584214705989,"IL1B/IL6/TNF/ZEB2",4
"GO:0032755","positive regulation of interleukin-6 production","7/168","79/12916",0.0886075949367089,6.81223628691983,5.94847793911573,7.33650508446409e-05,0.00136103285233603,0.000972584214705989,"EREG/IFIH1/IL1A/IL1B/IL6/TLR2/TNF",7
"GO:0033273","response to vitamin","7/168","79/12916",0.0886075949367089,6.81223628691983,5.94847793911573,7.33650508446409e-05,0.00136103285233603,0.000972584214705989,"ABCA1/CBS/CYP1A1/ITGA2/NFKBIZ/SOD2/STC2",7
"GO:0032608","interferon-beta production","6/168","55/12916",0.109090909090909,8.38701298701299,6.30222141193846,7.57583642220186e-05,0.00138033543383095,0.000986377699582423,"ARRDC4/IFIH1/IRF7/OAS1/OAS3/TLR2",6
"GO:0032648","regulation of interferon-beta production","6/168","55/12916",0.109090909090909,8.38701298701299,6.30222141193846,7.57583642220186e-05,0.00138033543383095,0.000986377699582423,"ARRDC4/IFIH1/IRF7/OAS1/OAS3/TLR2",6
"GO:0072577","endothelial cell apoptotic process","6/168","55/12916",0.109090909090909,8.38701298701299,6.30222141193846,7.57583642220186e-05,0.00138033543383095,0.000986377699582423,"FUT1/ICAM1/ITGB3/SERPINE1/TNF/TNFAIP3",6
"GO:0014812","muscle cell migration","7/168","80/12916",0.0875,6.72708333333333,5.89853907110683,7.95302915625103e-05,0.00143201307336967,0.00102330616635849,"CCL5/ITGA2/ITGB3/PDGFB/PLAT/PLAU/SERPINE1",7
"GO:0034340","response to type I interferon","7/168","80/12916",0.0875,6.72708333333333,5.89853907110683,7.95302915625103e-05,0.00143201307336967,0.00102330616635849,"IFIH1/IFIT1/IRF7/MX1/OAS1/OAS3/STAT1",7
"GO:0097530","granulocyte migration","8/168","108/12916",0.0740740740740741,5.69488536155203,5.62441074494615,8.09509426312258e-05,0.00144906921283147,0.00103549436003501,"CCL5/CXCL3/CXCL5/CXCL6/IL1B/TNFAIP6/TREM1/VEGFA",8
"GO:0002548","monocyte chemotaxis","5/168","35/12916",0.142857142857143,10.9829931972789,6.78892210922234,8.30311588368961e-05,0.00146970480326044,0.0010502404034372,"CCL5/GREM1/IL6/PDGFB/SERPINE1",5
"GO:0007584","response to nutrient","9/168","139/12916",0.0647482014388489,4.97790339157246,5.41287506188643,8.30640088089044e-05,0.00146970480326044,0.0010502404034372,"ABCA1/CBS/CYP1A1/ITGA2/MAF/NFKBIZ/SOD2/STAT1/STC2",9
"GO:0032722","positive regulation of chemokine production","6/168","56/12916",0.107142857142857,8.23724489795918,6.23056766227254,8.39444378424987e-05,0.00147674669101085,0.00105527248540056,"IL1B/IL6/OAS1/OAS3/TLR2/TNF",6
"GO:0022407","regulation of cell-cell adhesion","16/168","410/12916",0.0390243902439024,3.00023228803717,4.72491465485428,8.86671807322084e-05,0.00155091565840737,0.00110827309209942,"B4GALNT2/C1QTNF1/CCL5/CD274/ETS1/IL1A/IL1B/IL6/IL7R/NFKBIZ/NLRP3/PODXL/RASGRP1/TNF/VEGFA/VNN1",16
"GO:0061042","vascular wound healing","4/168","19/12916",0.210526315789474,16.1854636591479,7.60398630618129,9.19033333056561e-05,0.00158935651552889,0.0011357426500693,"SERPINE1/TNF/TNFAIP3/VEGFA",4
"GO:0072202","cell differentiation involved in metanephros development","4/168","19/12916",0.210526315789474,16.1854636591479,7.60398630618129,9.19033333056561e-05,0.00158935651552889,0.0011357426500693,"GREM1/LIF/PDGFB/STAT1",4
"GO:0032760","positive regulation of tumor necrosis factor production","7/168","82/12916",0.0853658536585366,6.5630081300813,5.80118108242958,9.31307023867516e-05,0.00160153415733622,0.00114444470466984,"AKAP12/IFIH1/IL1A/IL6/OAS1/OAS3/TLR2",7
