"","baseMean","log2FoldChange","lfcSE","pvalue","padj","significant"
"EEF2K",454.276321746074,-0.1023014483172,0.0772416892942036,0.166091688838329,0.302890484811466,FALSE
"TMEM219",763.251961264248,-0.343625347780974,0.120679398900544,0.16607269194867,0.302890484811466,FALSE
"BCHE",19.6230199395584,-0.187215842895083,0.258400244687686,0.166177052712267,0.303010170335691,FALSE
"PRELID1",1987.43485146532,-0.189644641262977,0.261989480048788,0.166471422042464,0.303474852838898,FALSE
"FAM95B1",2.87028784183452,-0.148368162334656,0.277856708768032,0.166453244448668,0.303474852838898,FALSE
"TMBIM6",8958.61913032317,-0.097675687027679,0.0733886836581332,0.166777508567272,0.303996752617576,FALSE
"ICAM4",15.1813832322254,0.173163771216236,0.267652222304366,0.166836820281297,0.304068768595765,FALSE
"HIST1H2AJ",2.10970956848408,-0.137024675588612,0.280519257635048,0.166936117868363,0.304213635161253,FALSE
"SNORD100",2.99937759771552,-0.135695287411126,0.279232420220782,0.167228903171437,0.304711025061993,FALSE
"WDR89",188.104879253765,0.126109532401716,0.0998158871498615,0.167278640863458,0.304765487714569,FALSE
"FECH",489.643331373884,-0.121280846059208,0.0943701578501265,0.167336877987816,0.304799259964758,FALSE
"PTPN13",735.076362106753,0.185039123533682,0.167390728690471,0.16732696055034,0.304799259964758,FALSE
"KCTD12",421.870893299561,-0.161597376857583,0.140443501701306,0.16741203783372,0.304899992994516,FALSE
"EML5",43.819784972045,0.194320021056045,0.188383050528808,0.167466412444781,0.304962851410058,FALSE
"PCDHB5",31.0104793702342,-0.195298939622264,0.201311032474843,0.167640931538948,0.305208264617091,FALSE
"KIAA1191",1349.54770998607,0.0847954719841878,0.0636711643136912,0.167626394520487,0.305208264617091,FALSE
"UGDH",3061.53353629855,-0.137259335923467,0.117807054021719,0.168005389569628,0.305835537266347,FALSE
"SVOPL",3.80123218953027,-0.0852429590405228,0.265071572633664,0.168174457111659,0.30610701623394,FALSE
"SOCS3",419.856376334508,0.189052281567177,0.249962065394206,0.16829108686529,0.306282996185436,FALSE
"PUS3",159.967149149231,0.149529123944531,0.122863478182012,0.16833135131053,0.306319969112727,FALSE
"AUNIP",92.3860015436541,-0.15803347313493,0.137491678801441,0.168390184130867,0.306390718963083,FALSE
"POMGNT1",891.45646690892,-0.131975661163516,0.105427786588036,0.168440932577172,0.306446744042947,FALSE
"PLIN5",4.73071031842708,-0.130678827117829,0.274016516847885,0.168572529065451,0.306649826300201,FALSE
"MMGT1",429.010111615954,0.177851640326532,0.162476644789228,0.168763266080406,0.306960430071622,FALSE
"PIM2",145.160804934033,-0.126926350036939,0.101604876595403,0.168864557840764,0.307108289191631,FALSE
"CLIC2",3.1210951888635,-0.177572293119319,0.276643272639436,0.168903763929486,0.307143213540652,FALSE
"UGDH-AS1",27.4616228358925,0.173618208139659,0.154840973239694,0.169157578357144,0.307568338149667,FALSE
"GJD3",109.280965450625,-0.104186067468875,0.269358775464338,0.169177815154398,0.307568713201015,FALSE
"CCDC88A",800.417975511516,0.183253426403896,0.167464467191502,0.169296423209676,0.307708230969766,FALSE
"HINT1",3876.39098607846,-0.172427338545633,0.144237588306228,0.169314675575614,0.307708230969766,FALSE
"KEL",1.41071112210054,-0.149302776794272,0.288093359417769,0.169280124024951,0.307708230969766,FALSE
"HUNK",61.888750597226,-0.18403713450162,0.178363451533553,0.169475542642734,0.307964136956116,FALSE
"MID1",1392.34777687692,-0.162098029094757,0.146023443483168,0.169529199481309,0.308025187319311,FALSE
"S1PR1",7.70770893878904,0.197099195683899,0.254224450506766,0.169561495154111,0.308043550271539,FALSE
"ZNF431",99.4202961601532,0.153028905358774,0.13505646042802,0.16961154028839,0.308043550271539,FALSE
"BRPF3",398.483136317285,0.148565611849241,0.12380502763592,0.169613751009796,0.308043550271539,FALSE
"GSPT2",257.106649759872,0.127911620794707,0.101896057403212,0.169619551777653,0.308043550271539,FALSE
"THRB",122.930555770856,0.181423912633721,0.168374066713107,0.169697540687307,0.308148739031883,FALSE
"FAM72D",47.154700148767,0.20300369638904,0.22095722069182,0.16978527645138,0.308271599847575,FALSE
"LMO7",1325.59963214363,0.174444874405876,0.15858584119942,0.16999942686845,0.308587445273088,FALSE
"LACTB2",538.696162520987,0.193691807370398,0.198806195610438,0.169989157751857,0.308587445273088,FALSE
"DMC1",15.9823727755358,0.17864313545661,0.163683979649776,0.170283701910139,0.309066931776618,FALSE
"LYSMD3",235.638779815428,0.188327567749868,0.187220648630064,0.170330882472518,0.309116026517612,FALSE
"SPTBN5",15.6863222469861,-0.18621032817327,0.252974721808674,0.170368327315506,0.309147443385677,FALSE
"KLHL36",366.444198058571,-0.175295169502575,0.174006659226569,0.17039581706416,0.309160790620368,FALSE
"FAM161B",50.0982793288421,0.154234575266633,0.129871912044479,0.170481678376868,0.309280029711342,FALSE
"DUSP10",485.299015043036,0.168715702349654,0.161413488919373,0.170523523401801,0.309299566168358,FALSE
"COL1A1",408.97482718833,-0.179727104015036,0.194955692110758,0.170532733779311,0.309299566168358,FALSE
"LRCH3",216.441605228497,0.167354169096584,0.148297335480128,0.170553870662685,0.309301368138129,FALSE
"ASXL1",1176.23183267987,0.0972804104756167,0.0740819382187604,0.170598132082752,0.309335943775149,FALSE
"FLNC",28.7976451708594,0.19750303540379,0.207147968388065,0.170613227471946,0.309335943775149,FALSE
"SCIN",53.2341486356217,-0.200412783048698,0.236579145685913,0.170659947246622,0.309384119241072,FALSE
"PAK1",775.918969388354,0.0941319693024098,0.0712721986831933,0.170812883533613,0.309624817218585,FALSE
"RBM15B",963.056941144217,-0.0862973608212056,0.0650273709097489,0.17090212626731,0.309713460266086,FALSE
"CKMT2",2.37724078159652,-0.0886337513389082,0.267985308760027,0.170889462845655,0.309713460266086,FALSE
"SNORA61",30.7833980284032,0.185925114820719,0.270407304419873,0.17104975021335,0.309927017249815,FALSE
"POFUT2",365.509300838206,0.143236393303739,0.117885084928825,0.171080520886319,0.309927017249815,FALSE
"ADH5",1518.31074944404,-0.123182362605407,0.0977991571887871,0.171064354214377,0.309927017249815,FALSE
"RBBP6",1046.74318746965,0.162358919297855,0.143949985031193,0.17111542767657,0.309953685498848,FALSE
"SPPL2A",665.61914891733,0.155668351689352,0.137814812464091,0.17114235694361,0.309965898899402,FALSE
"NOTCH1",873.261773461853,-0.148879432628128,0.123956227579214,0.171188583300121,0.310013055380747,FALSE
"POLR2M",200.386796203564,0.198884620613701,0.2326433290794,0.171257013837234,0.310100406541359,FALSE
"SCFD1",609.892909015744,0.125582744803259,0.100829383117597,0.171307192346614,0.31010997028801,FALSE
"CPSF4L",1.4666263086787,0.166614049461862,0.288135079634994,0.171322883617922,0.31010997028801,FALSE
"UAP1L1",218.706450827809,-0.143485484588488,0.119563453354297,0.171284493125138,0.31010997028801,FALSE
"HCN4",6.13496511198703,0.216032118907564,0.22592392996216,0.171502823291992,0.31037894195143,FALSE
"HIST1H4B",2.43217908106523,-0.061611661876686,0.259398761692004,0.171511906379543,0.31037894195143,FALSE
"BSPRY",94.3008618662262,0.166032783118268,0.146346487751209,0.171539689519993,0.310392638767322,FALSE
"PARD6G-AS1",4.25428211882422,-0.185255365189235,0.269585498703921,0.171586953936691,0.310407258811519,FALSE
"PATZ1",331.400178431877,-0.0794967607536111,0.0600775002590447,0.171588200116716,0.310407258811519,FALSE
"GGA3",641.10698722229,0.112099739339663,0.0876717442217469,0.171652100273065,0.310485292885381,FALSE
"TTC27",436.668080825243,0.129219827883052,0.104102925556306,0.171671777049618,0.310485292885381,FALSE
"KLHL41",1.57569311076661,-0.138981877166407,0.280931320824756,0.171778326847254,0.310641409579506,FALSE
"ECM1",786.272447617381,-0.177421277000955,0.172467130781842,0.172076137514438,0.311143322130735,FALSE
"RAB30",57.2958309228584,0.170591757553313,0.168843243279525,0.172169283855645,0.311275091675902,FALSE
"DDHD1",222.344490855477,0.134146242105109,0.108711064398846,0.172219650244426,0.311317875527244,FALSE
"PABPC4L",2.26097401258719,0.173335683508455,0.280389046808493,0.172233497401755,0.311317875527244,FALSE
"RAP2A",219.002482694517,0.176172774615569,0.160687753794658,0.172383338659797,0.311370806752096,FALSE
"SNORA64",10.3175033605318,-0.194559459716289,0.223721506923609,0.17241333104358,0.311370806752096,FALSE
"RECQL5",457.929826123771,-0.128136288892388,0.105747920913662,0.172302957153005,0.311370806752096,FALSE
"SNRPD1",1272.69165562464,-0.170372707599525,0.157920098556482,0.172368435487501,0.311370806752096,FALSE
"ITGB2-AS1",20.3921573687055,-0.148421465731618,0.266232573589493,0.172331144516086,0.311370806752096,FALSE
"STAG1",372.052508174937,0.152551356014397,0.128925792269267,0.172395325193198,0.311370806752096,FALSE
"PCDHB2",40.4332335406437,-0.158976533724174,0.137634437348655,0.172389527544714,0.311370806752096,FALSE
"PPIL1",640.405559816155,-0.109345774676834,0.0852485477699715,0.172425006174736,0.311370806752096,FALSE
"DNA2",226.282758200162,-0.183031927851141,0.177272691351429,0.172505788246507,0.311480053918758,FALSE
"CNGB1",9.33228369540094,0.19111538104304,0.253247665914671,0.172547355947519,0.311502771315276,FALSE
"MED12L",21.307199274627,0.181409746560028,0.176828735967115,0.172577901401973,0.311502771315276,FALSE
"ZC3H12D",3.06254668802884,-0.167488275343374,0.26922022392944,0.172579229930254,0.311502771315276,FALSE
"HSD17B6",8.17119969892837,-0.190567743799462,0.193581268192547,0.172668832470643,0.311627870543809,FALSE
"DYRK4",275.923141500744,-0.158989891722913,0.139054034393142,0.172716777033385,0.311641141168934,FALSE
"WDR35",367.223793911674,0.162958713557331,0.140753161087264,0.172714539544657,0.311641141168934,FALSE
"PRR7-AS1",15.8116089596285,-0.18835491032018,0.195857538376111,0.172771283437708,0.311702861847727,FALSE
"FAR1",947.195607217924,0.148602018878508,0.124973250039854,0.172815048486509,0.311745191436836,FALSE
"HOXB-AS3",24.5017005488608,-0.130506171382345,0.273695253728024,0.172973881593364,0.311995060714918,FALSE
"CPLX2",12254.3400478176,-0.167534055520215,0.25785701922687,0.173078504622292,0.312147103414999,FALSE
"TRA2B",1641.63781411726,-0.130403536522306,0.106665518869974,0.173152875610961,0.312207891616522,FALSE
"FRMPD4",2.44956978831648,0.159874284445668,0.28289060057097,0.173151354036516,0.312207891616522,FALSE
"VPS37A",496.062455560903,0.128663253371146,0.104550134836657,0.173177780308397,0.312216134394204,FALSE
"ANKS1A",540.606157977097,0.149744540712033,0.125765276032756,0.173199757535022,0.312219098021867,FALSE
"USP48",733.343899208516,0.14687893728725,0.121100509522568,0.173231863990185,0.312240318296665,FALSE
"PTGDS",2.36753985186796,-0.0965348924254103,0.272197902394332,0.173287604647431,0.312304127859307,FALSE
"ST6GALNAC5",25.4262820094579,0.187343317378672,0.287827606620528,0.173380478894494,0.312419719110155,FALSE
"IRX5",52.1758929671723,-0.160040705203308,0.144429708396297,0.17339243544492,0.312419719110155,FALSE
"ZNF107",100.109360664602,0.174855940655651,0.179462511363615,0.173458265426662,0.312501662046977,FALSE
"ZNF92",98.426979434359,0.18607579701871,0.198554692524044,0.173576893361188,0.312678695162019,FALSE
"TRAPPC11",390.210237087,0.128727025669797,0.104307650426101,0.173598728550375,0.312681346262875,FALSE
"HIST1H2BE",2.50844090158034,-0.103180969690195,0.270726441709692,0.173649133197566,0.31273544924333,FALSE
"LOXL1",40.9064881994686,-0.186598284545212,0.216851677633522,0.173756413625492,0.31289195862782,FALSE
"NRP1",2177.77768466113,0.149615565292133,0.127535196280348,0.173794267872395,0.312923426733188,FALSE
"SETD4",167.772316981471,-0.131981770933413,0.106852256488135,0.173865171486217,0.313014387169757,FALSE
"RAB24",428.037003036486,-0.183179705919953,0.204905319229241,0.17398625975949,0.31319566454947,FALSE
"TMEM127",1182.92156036167,-0.111871106015383,0.0865347890688153,0.174083538499376,0.313334044503331,FALSE
"SERPINA5",89.3399277488672,-0.194088972090143,0.220460756224981,0.174164881316504,0.313443712214595,FALSE
"CORIN",1.98559859534191,-0.131454433302517,0.275213652650775,0.17423620885859,0.313535331890735,FALSE
"SRSF7",1751.86699027973,-0.123925838845278,0.0998663018322223,0.174467861475782,0.313915398753296,FALSE
"ZNF622",491.479028605829,-0.173012513692003,0.166525610057334,0.174521260913336,0.313974687911456,FALSE
"CROCCP3",41.0334793235898,-0.186574189693645,0.187135838824534,0.174597024520634,0.314074193007771,FALSE
"PGBD3",38.1510640258094,0.178563515744325,0.273790946952648,0.174795460218883,0.314357890976227,FALSE
"VPS18",461.715209837141,-0.173491102124474,0.167405042454432,0.174795680439923,0.314357890976227,FALSE
"MGAM",36.5803199314898,-0.177656952741546,0.262364590084768,0.174832066930006,0.314386507519645,FALSE
"LINC00602",1.68373385904378,-0.0905447756519178,0.269875047079677,0.174896472436838,0.314465495815884,FALSE
"PHF13",234.810962012162,0.0870407988207646,0.0663836437980758,0.175039837642621,0.314505766418271,FALSE
"FOLR3",36.9794050104255,-0.178510733971063,0.20510818589165,0.175040590628962,0.314505766418271,FALSE
"KDM2B",327.755978365313,-0.130837210196629,0.105703682092996,0.175002715415915,0.314505766418271,FALSE
"LRRK1",483.72457469367,0.165020118891531,0.147663621389831,0.17506172163526,0.314505766418271,FALSE
"CES4A",35.8929082982804,-0.189797441207176,0.197983410683706,0.175062245885833,0.314505766418271,FALSE
"GTF3C3",729.548064765269,0.134570899465414,0.109355720280969,0.175034068981374,0.314505766418271,FALSE
"HLA-DPA1",255.687722106053,0.191411757325101,0.181039444553695,0.175050160010548,0.314505766418271,FALSE
"GXYLT1",206.176858694581,-0.131817817612251,0.108254246988251,0.175134092221581,0.31459803299747,FALSE
"BSCL2",26.9945561009009,0.196243880915598,0.250061835533858,0.175179464924883,0.314642728263139,FALSE
"ATP2A2",7253.34101266546,0.147588234752108,0.128716912698337,0.175663325304941,0.315385229900507,FALSE
"CSTB",5459.17781564579,-0.182158506559859,0.190866357867419,0.175668570383383,0.315385229900507,FALSE
"UBE2G2",906.446460606837,-0.149964836403798,0.128424216603257,0.17567501604292,0.315385229900507,FALSE
"MECP2",735.914455584618,0.0977893875583453,0.0760168505936066,0.175656663972498,0.315385229900507,FALSE
"CASC4",805.646137558128,0.164881818251685,0.155956091321465,0.175754346664367,0.315490763739929,FALSE
"RSPH3",126.239844592758,0.133030527427533,0.109259780035106,0.175777215746161,0.315494932528616,FALSE
"OTX1",101.015162946588,-0.160184554071747,0.144494473364633,0.175806231045968,0.31551013063474,FALSE
"UBALD2",535.652249990239,-0.185899771541726,0.215416681270145,0.175928493646496,0.315692651623461,FALSE
"MMP16",7.22476073299945,-0.123219264617788,0.261953200066558,0.175973958603143,0.315700447990567,FALSE
"PRRC2B",2793.01801124028,0.146366803408226,0.125236909054192,0.175968337840265,0.315700447990567,FALSE
"ERBB3",662.346546103097,-0.170838710012036,0.263406801696733,0.176003806885821,0.315717109197638,FALSE
"FAM57A",519.141079767892,-0.159616698947283,0.139139284822174,0.176050302865676,0.315763625803347,FALSE
"IGSF3",1594.13319901235,0.1401356441853,0.11567155328159,0.176447917901258,0.316439824734152,FALSE
"CWH43",38.7294830261246,-0.0554161399925467,0.259143759318292,0.176468624532515,0.316440001132403,FALSE
"IGFBP3",7721.72978300285,0.167030743745696,0.279930024884172,0.176581107455947,0.316604729680764,FALSE
"EED",282.439565618622,-0.114907494595759,0.0913108651602902,0.176710732288448,0.316800151113732,FALSE
"PRDM5",48.5905087498775,0.16687730514312,0.14941186286204,0.176842294957207,0.316999000591631,FALSE
"COL9A2",27.5869492096564,0.174913159228244,0.268535029726725,0.176946773953818,0.317112671380116,FALSE
"RNF222",3.53060136097448,-0.0826430902769302,0.263181566592831,0.176957472529926,0.317112671380116,FALSE
"ZNF814",45.0827492419104,-0.188160118064503,0.234337962416739,0.176967664021896,0.317112671380116,FALSE
"FOXN4",3.40838699303627,-0.0923574550076334,0.264185882101674,0.17707742197561,0.317272323738096,FALSE
"NUP62CL",113.230291261451,-0.154374885121716,0.132670355528427,0.177262144768307,0.317566238818966,FALSE
"BCL9",298.390830068947,0.150638418671115,0.128699797265105,0.177408862930202,0.317792007733698,FALSE
"CSNK1E",949.300542658071,0.167027795292809,0.279149436476218,0.177498014082017,0.317914616380423,FALSE
"SLC30A10",1.67024560455143,0.141534241014306,0.279789538421381,0.177631199378985,0.317933008832306,FALSE
"SLX4",256.736715150022,-0.130681831843788,0.107563380769644,0.177562320773081,0.317933008832306,FALSE
"MT1H",3.54281811367081,-0.0296544641490112,0.254683516059447,0.177616062625915,0.317933008832306,FALSE
"SMG6",764.32777289081,0.151713537298241,0.132323527592596,0.177621694713182,0.317933008832306,FALSE
"TOP3A",389.180618406794,-0.141024568142823,0.119935105535997,0.177665114407985,0.317933008832306,FALSE
"SEPT3",55.2768189420361,-0.147046948577734,0.12483615187792,0.177658770778368,0.317933008832306,FALSE
"PKDREJ",1.44846611893662,-0.0726228482583961,0.261001325288227,0.177673926980789,0.317933008832306,FALSE
"RAF1",1020.0575191941,-0.0793988400277471,0.0606404292556518,0.177561306026509,0.317933008832306,FALSE
"PTRH2",679.542389637759,-0.175627892325498,0.175434324332303,0.177723363861711,0.317984415299065,FALSE
"RAPGEF3",78.180837352357,0.148316248291858,0.125817433728265,0.177789634883365,0.318065926090419,FALSE
"FABP3",4.81999018390404,-0.135647916619569,0.276073212335096,0.17796427759728,0.318341272426169,FALSE
"POTEE",4.88730415208478,-0.183031532575976,0.264044037154808,0.17800426257608,0.318375707845744,FALSE
"RDH14",56.2853896072878,-0.113440708897947,0.26943605568667,0.178117558638344,0.318518286862246,FALSE
"NHLRC1",33.4202678835196,-0.148725669595224,0.128229344701615,0.178125465925504,0.318518286862246,FALSE
"PFKFB2",339.573327663633,0.144987011252419,0.123762758882613,0.178231585855122,0.318670936283814,FALSE
"CRP",1.92194272742467,-0.0533528687713049,0.258546891773549,0.178313937550825,0.318781058457669,FALSE
"EGR2",8.14472292546361,-1.62000106332385,0.748586442640213,0.178358714361321,0.318812224756697,FALSE
"PDCD4",1198.25268093063,0.18191341999796,0.17866940931719,0.178372896312913,0.318812224756697,FALSE
"BECN1",1155.48204079834,0.170568980189329,0.155490028684801,0.178402827871326,0.318828610563805,FALSE
"PRRC1",933.636613345269,0.155910897297542,0.136444395858219,0.178591344708944,0.319128371698573,FALSE
"L3HYPDH",278.055739007762,-0.157281301305262,0.142062763186033,0.17867251151608,0.319197221136581,FALSE
"ZNF93",29.1081795355588,0.237818719689244,0.219428082392776,0.178692237895803,0.319197221136581,FALSE
"HOXD3",2.12473279426328,-0.1560311170183,0.279615904671669,0.178653252882347,0.319197221136581,FALSE
"STX5",442.283123677165,-0.171513069302216,0.16459870597354,0.178897542523853,0.31946211435768,FALSE
"HOOK2",329.77211763439,-0.176618283772217,0.17023840095372,0.178886685700734,0.31946211435768,FALSE
"TMSB4Y",3.14501050478585,-0.126805588248024,0.277761173697964,0.178902945057746,0.31946211435768,FALSE
"ANAPC15",355.283202236603,-0.151129404520434,0.272073256786732,0.178930174635277,0.319473585061009,FALSE
"MKKS",1066.16412312936,0.132863204715333,0.108864593724427,0.179020481621659,0.319560508637594,FALSE
"TPK1",33.3738043226338,0.168446480226873,0.158111784446057,0.179012720617834,0.319560508637594,FALSE
"CNOT1",3285.3522373692,0.17554424837723,0.160854639990917,0.179112422520871,0.319687463420665,FALSE
"ANO8",156.76269818326,-0.165035511651358,0.151709483919318,0.179175195290897,0.319713898459627,FALSE
"TFF3",5.56597996038325,-0.152311359314394,0.283666169413274,0.179154422969621,0.319713898459627,FALSE
"CNOT8",669.455748243283,0.132817735581771,0.110764844614266,0.179189697827649,0.319713898459627,FALSE
"NFAT5",733.504811700195,0.177483508059271,0.187716821534279,0.179337016181687,0.319936308412959,FALSE
"EMC2",410.771888732446,0.146350502108144,0.125849979307978,0.179356023628704,0.319936308412959,FALSE
"STRN4",1418.78170720528,-0.107338936196939,0.0867001221584743,0.179438641639095,0.320046502772483,FALSE
"STYX",216.078298529395,-0.156746141239507,0.139129125338977,0.179462887697135,0.320052571497038,FALSE
"RNF11",672.856596663271,0.168819204303247,0.162109220639235,0.179590152698278,0.320167978019512,FALSE
"EPB41L3",20.2983488530768,-0.122380923615643,0.268375671323586,0.179566280355413,0.320167978019512,FALSE
"ZDHHC23",104.3298750907,0.14321498110486,0.119593611141673,0.179583879655138,0.320167978019512,FALSE
"CCDC9",267.750948530522,-0.13108603421065,0.111003915998107,0.17964407753715,0.320226934128504,FALSE
"CHRNG",1.59432072068091,-0.0823678975167918,0.268327028434006,0.179768232242109,0.320411051198791,FALSE
"ANGEL2",281.745518049496,0.135121650196029,0.112887689176774,0.179792626763021,0.320417337969613,FALSE
"CROT",243.101446279432,-0.115286244748282,0.0914739491038615,0.179822443509039,0.32043328537557,FALSE
"NOMO2",317.368942005547,0.186548369866448,0.184688733573915,0.179965596252645,0.320651163896423,FALSE
"CLDN14",3.26056848196409,-0.118801298863503,0.274092511764466,0.180081071482182,0.32081968356061,FALSE
"TNFRSF18",2.15826197090316,-0.0694524772640343,0.257554124582492,0.180201326893115,0.320973016240391,FALSE
"PRAM1",3.3262522868248,-0.0948458580149925,0.265876675405207,0.180208946467497,0.320973016240391,FALSE
"ADAM10",1965.84292666501,0.178134540383676,0.167301511201018,0.180241949032031,0.320994563603206,FALSE
"AAMDC",155.836533033509,-0.175686552847663,0.171522578364586,0.180318557962101,0.321093755944342,FALSE
"GTF2B",432.73281400335,0.101021178167094,0.0803408642685115,0.180365548009405,0.321140188970827,FALSE
"CCDC77",240.162298636718,-0.124269831333824,0.101763125415694,0.180405368858486,0.321173847979369,FALSE
"SNRPF",1458.93289573736,-0.184108880541149,0.193227035172829,0.180451895872849,0.321219436717782,FALSE
"ZNF878",1.54224030259692,-0.0715237329430323,0.256475810407025,0.180473074251433,0.321219897430249,FALSE
"FBXL22",3.42775826393484,-0.18761608373424,0.261006705730262,0.180695289253384,0.321509287159375,FALSE
"CTIF",498.505539311026,0.132954432127793,0.110643324910484,0.180719417614625,0.321509287159375,FALSE
"RAD23A",1068.94377090468,-0.177740324589415,0.184796650413248,0.180704058768437,0.321509287159375,FALSE
"PIP",7.81891605762372,-0.13357072220141,0.273021654349078,0.180714166327953,0.321509287159375,FALSE
"PDIK1L",57.0697386984148,0.177541903491814,0.178323820322931,0.180770260187759,0.32152523400707,FALSE
"CAPN3",75.0499578085584,-0.175248225642715,0.252570471692862,0.180754106537216,0.32152523400707,FALSE
"CLCN1",3.49801273200498,0.175997272816854,0.27599900668198,0.181165950752653,0.322191704170371,FALSE
"EIF4E",610.763412949858,0.167200947280433,0.152196176756714,0.181290904845026,0.322339259367227,FALSE
"HHIP",24.6849920187494,0.194967876744673,0.210588694320343,0.181272387520513,0.322339259367227,FALSE
"AFP",3.80323387360389,-0.162098777738827,0.278059376320475,0.181366441968491,0.322436229758734,FALSE
"PERP",7790.33106507694,-0.143883553966691,0.12940143225042,0.181510281327195,0.322654592472688,FALSE
"GATA3-AS1",1.664207506884,-0.0978784753819955,0.268543659244921,0.181538348355532,0.322667130339066,FALSE
"PMM1",377.836332495694,-0.159989040091834,0.15019150511761,0.181579233983592,0.32270244650672,FALSE
"PHEX",30.8468276323776,-0.179533353889654,0.185852264742007,0.181952533671966,0.323328452092703,FALSE
"DVL3",975.021896300559,-0.0893239851114603,0.0701137457359997,0.182136045879704,0.323617100727014,FALSE
"CATSPERB",8.79225520713528,-0.166274294779168,0.271670591517948,0.18226664058939,0.32381167028232,FALSE
"DIP2B",936.89532421315,0.163291148136819,0.153220026865601,0.182339529770998,0.323903688064978,FALSE
"MIR210HG",196.518993662902,-0.175308327031109,0.269304200024148,0.182362809824461,0.323907570255015,FALSE
"TUBA3FP",3.78956949935022,-0.192004801936307,0.244642800714373,0.182390051601736,0.323918487432878,FALSE
"HIP1",918.167712998812,0.159376033522264,0.137154644461397,0.182431745286121,0.323955065209714,FALSE
"LRRC37A4P",86.3716807697127,-0.142991912133369,0.122186084330354,0.182512363525137,0.324060747216522,FALSE
"F5",70.8193487601929,-0.189400572642302,0.246194916753241,0.182602564794935,0.324157007044484,FALSE
"SNX29",215.648112636234,0.143867614431024,0.123303375943547,0.182608799149123,0.324157007044484,FALSE
"TMEM91",73.9957810979229,-0.17191331151659,0.257370179916324,0.182700999927019,0.324261153956733,FALSE
"CNTNAP3",278.723838214421,-0.150602290733121,0.131297252291119,0.182709703942276,0.324261153956733,FALSE
"PDS5A",1339.10365403906,0.149542778613589,0.129693341280776,0.182731317284445,0.324262033618704,FALSE
"RBKS",83.7245708386475,0.180857880917102,0.176788650864981,0.182761834107448,0.324278710737216,FALSE
"WDPCP",45.0904920950723,0.128814426179918,0.106205950519717,0.182794242774569,0.324298740358579,FALSE
"ARHGAP18",672.684903341889,-0.159242472682648,0.151486043781646,0.182909798752052,0.324466261533937,FALSE
"RAB11FIP2",207.358537191013,0.165063095450618,0.151246619513277,0.182960488753643,0.324481208687017,FALSE
"CRYL1",157.607667485037,-0.117483892742451,0.0953405227829551,0.182958411947259,0.324481208687017,FALSE
"TPT1",26442.6553166563,0.124245917145905,0.117214756619397,0.18306679335757,0.324526573698858,FALSE
"OVOL3",3.2767882591098,-0.118982137866076,0.272309969776378,0.183054648486438,0.324526573698858,FALSE
"GIN1",85.4060680010541,0.16315246712863,0.151523852227588,0.183063928218089,0.324526573698858,FALSE
"SLC16A10",4.77731823377514,-0.174239354176843,0.247682319922272,0.183070607709509,0.324526573698858,FALSE
"B2M",5552.0745037702,0.155015740299222,0.137879895129009,0.183183625500748,0.324689434325751,FALSE
"IGLON5",6.29183239625126,-0.124123129237486,0.273613349328572,0.183215318595121,0.324708127542484,FALSE
"MIR3153",2.77069274684322,-0.165763589173101,0.2783047589611,0.183258651615544,0.32474744322639,FALSE
"TMC8",14.7568013545947,-0.182338465346063,0.255198617414688,0.183660475273379,0.325350875960801,FALSE
"LINC00479",7.32993474657465,-0.160690128133123,0.275039505091168,0.183662741310858,0.325350875960801,FALSE
"MED28",211.480434096891,-0.129509936815852,0.108921724427955,0.183645270319287,0.325350875960801,FALSE
"RPRD2",625.854475587626,0.14912335743118,0.133341730454354,0.183728078085637,0.325354012109901,FALSE
"UHRF1BP1L",210.333093689201,0.148977840062674,0.129414509915925,0.18370304446739,0.325354012109901,FALSE
"TRAPPC8",432.542309330205,0.174282501492213,0.171873362078781,0.183720053272964,0.325354012109901,FALSE
"SEC14L1",887.722297138628,0.122600898737057,0.101897020280531,0.183845367204916,0.325504271140197,FALSE
"MYO6",1116.59983347597,0.153209545075952,0.137969283862973,0.183855326838094,0.325504271140197,FALSE
"NTRK2",11.0780777506847,-0.132347690263601,0.254158790604622,0.183920256971599,0.325581686165425,FALSE
"ZNF212",154.521371849439,-0.149498951295194,0.133957432893561,0.184053672176275,0.325780303892415,FALSE
"IVL",660.213612438124,0.228514477611914,0.210606768085214,0.184220626256345,0.326038233767425,FALSE
"TACR1",2.05120248799646,-0.161008654703604,0.279134115907291,0.184295077646531,0.326132409503572,FALSE
"APBB1",261.958180140496,-0.126374877202937,0.106364647714493,0.184390319530716,0.326188174699786,FALSE
"LPAL2",4.55712507999155,-0.18636387873901,0.24916043003362,0.184373122337143,0.326188174699786,FALSE
"AARD",1.53353925445547,-0.0922873988094142,0.265140313265209,0.184379778635496,0.326188174699786,FALSE
"CRYBG3",320.883580678014,0.197712770403851,0.223420374799849,0.184480450215793,0.326256593866019,FALSE
"TBP",189.546417190809,0.0925131988121644,0.0731120924053982,0.184492738817235,0.326256593866019,FALSE
"MTDH",1701.73566354554,0.129441538786051,0.106911916834019,0.18447340104929,0.326256593866019,FALSE
"MAGOHB",275.796197127822,-0.124075558226911,0.103285731177934,0.184662904868015,0.326519910668859,FALSE
"SLC25A24",678.555476270098,0.185478808868993,0.198272215808431,0.184804823255642,0.326548202200727,FALSE
